rating,review,avg_word,word_count
5,"barang,bagus,sampai,juga,cepat",5.2,5
1,"banding,dengan,harga,kualitas,jauh,sekali,dengan,harga,ratus,lima,puluh,ribu,dan,kualitas,yang,kurang,pada,harga,sebut,mahal",5.25,20
4,"bagus,dan,kirim,cepat",4.5,4
5,"pesan,dari,luar,negeri,lima,hari,kemudian,sampai,barang,bagus,tapi,harap,ada,isi,dalam,kotak",4.8125,16
4,"barang,lumayan,bagus,tebal,jadi,aman,untuk,hardisk,harga,sesuai",5.4,10
1,"bagaimana,ini,barang,sudah,bulan,lebih,tidak,datang,datang,status,di,lazada,pun,belum,di,proses,di,kirim,mohon,folow,up,lazada,team",4.739130434782608,23
5,"oke,sesuai,sama,deksripsi",5.5,4
5,"maf,baru,sempat,ulas,cara,umum,cukup,puas,dengan,layan,jual,emas,bagus,rapi,dan,aman,fisik,barang,sesuai,gambar,dan,ulas,yang,ada,di,website,tertawa,saya,mis,informasi,saja,karena,nyata,hd,external,wd,ini,tidak,dapat,sarung,cara,seluruh,saya,rekomendasi,seler,terima,kasih,dan,tingkat,selalu,layan,sukses",4.865384615384615,50
4,"barang,antar,dengan,cepat,dan,sesuai,dengan,jelas,yang,ada,jual,merespondengan,cepat",5.538461538461538,13
1,"kami,mengunakan,windows,puluh,sedang,yang,kirim,adalah,produk,untuk,windows,di,bawah,dan,kami,sudah,coba,untuk,masuk,ke,windows,tujuh,namun,tetap,tidak,bisa,guna,kami,minta,kembali,dana,saja,karena,nyata,produk,ini,tidak,sesuai,harap,kami",4.975,39
5,"produk,sesuai,yang,di,gambar,bagus",4.833333333333333,6
5,"barang,sesuai,pesan",5.666666666666667,3
5,"barang,sampai,cepat,sekali,sesuai,juga,puas",5.285714285714286,7
5,"kualitas,bagus,bahan,aluminium,dan,akhir,bisa,guna,hd,sd,saya,bagai,eksternal",5.0,13
4,"produk,bagus,kirim,cukup,cepat,beli,tangal,sembilan,maret,terima,tanggal,satu,april,namun,untuk,aktivasi,antivirus,tidak,bisa,saran,baik,untuk,kirim,kasih,buble,bungkus,untuk,jaga,kualitas,produk,sat,kirim",5.4375,32
5,"barang,sudah,terima,dan,kerja,dengan,baik,emas,rapi,sesuai,dengan,harap,kirim,juga,cepat,tapi,bonus,kurang,tarik,tapi,ngak,apa,puas,deh,di",4.56,25
3,"kenapa,di,laptop,macbok,profesional,retina,saya,tidak,bisa,buka,iya",5.181818181818182,11
1,"masa,tiga,go,jek,sudah,ke,sana,tutup,terus,toko,mesan,tanggal,tiga,mei,tujuh,belas,sampai,dengan,detik,ini,barang,belum,kirim",4.478260869565218,23
3,"emas,bagus,kirim,cepat,cuma,hardcase,nyata,tidak,sesuai,dengan,gambar,produk,harap,saya,dapat,warna,sesuai,hard,disk,dan,ukur,lebih,besar,dikit",5.0,24
1,"baru,pakai,tiga,hari,hd,sudah,rusak,data,hilang,jangan,di,beli,tidak,di,rekomendasi",4.6,15
5,"respon,chat,oke,kirim,oke,barang,sesuai,mdh,mdhan,sukses",4.7,10
5,"oke,emas,rapi,barang,oke",4.0,5
5,"barang,sesuai,gambar,cara,seluruh,sangat,bagus,terima,kasih",5.666666666666667,7
1,"ada,yang,penyok,pada,case,di,bagi,antena,mungkin,kirim,kurang,aman,dan,hati,hati,tapi,untung,masih,fungsi,baik,deskripsi,ada,yang,tidak,sesuai,tidak,ada,batreatau,tenaga,bank,itu,buku,manual,bahasa,cina,tidak,erti,coba,coba,sendiri,akhir,bisa,di,bantu,gogle",4.733333333333333,44
5,"barang,sampai,dengan,cepat,dan,sesuai,deskripsi",5.857142857142857,7
4,"barang,cepat,sampai,dan,bagus",5.0,5
5,"bagus,dan,practical,produk,dengan,cheap,price,terima,kasih",5.555555555555555,8
1,"lebih,baik,cari,yang,lain",4.2,5
5,"mantap,juragan",6.5,2
5,"sesuai,dengan,apa,yang,promosi,bonus,belum,coba,tapi,mudah,mudah,oke",4.75,12
5,"sesuai,judul,produk,rekomendasi,degh,gampang,juga,untuk,pengunan",6.222222222222222,9
1,"saya,sudah,mes,dan,tungu,bulan,untuk,produk,ini,namun,sat,seseharusn,sampai,tiba,tiba,batal,dan,tera,alamat,tidak,temu,padahal,di,gogle,map,pun,alamat,ini,muncul",4.586206896551724,29
4,"kemas,rapi,dan,aman,kirim,lebih,cepat,dari,estimasi,tapi,minus,sekrup,kunci",4.846153846153846,13
5,"sudah,saya,terima,dan,terima,kasih,kasih",4.857142857142857,6
5,"barang,sesuai,kirim,sangat,cepat,mantap,jiwa",5.428571428571429,7
1,"sudah,mingu,barang,belum,di,kirim,juga,bagaimana,ini,juragan,ada,barang,ngak,sih",4.785714285714286,14
5,"terima,kasih,barang,sudah,sampai,barang,bagus,sesuai,pesan",5.555555555555555,8
1,"barang,tidak,sesuai,dengan,di,deskripsi,dan,yang,ada,di,gambar",4.7272727272727275,11
5,"emas,bagus,barang,oke,lah",4.2,5
5,"respon,bagus,barang,juga,sama,emas,baik,bagus,lah,inti",4.5,10
1,"aku,sudah,nungu,lama,barang,tidak,datang,juga,kerjan,ku,jadi,hambat,gara,gara,seler,ini",4.5,16
5,"emas,rapi,proses,kirim,cepat,bonus,serta,kualitas,sesuai,dengan,yang,harap",5.25,12
5,"kirim,cepat,respon,jual,bagus,dan,barang,sesuai,gambar",5.111111111111111,9
2,"layan,bagus,sih,cuma,produk,yang,tidak,bagus",4.625,8
5,"emas,rapi",4.0,2
5,oke,3.0,1
5,"bagus,dus,masih,segel,void",4.4,5
5,"terima,kasih,seler,dan,lazada,barang,yang,aku,pesan,sesuai,sama,yang,ada,di,gambar,puas,deh,pokok,ya",4.315789473684211,18
1,"sudah,blanja,bahkan,minta,uang,di,belakang,ya,sudah,lebih,baik,batal,saja",4.6923076923076925,10
4,"terima,kasih,barang,sudah,terima,dengan,kemas,yang,baik,dan,tidak,terlalu,lama",5.076923076923077,13
5,"kualitas,barang,sangat,baik,emas,kirim,barang,sangat,baik,cepat,kirim,barang,sangat,cepat,respon,jual,sangat,cepat,rekomendasi,seler",5.65,20
1,"saya,pesan,warna,hitam,yang,datang,warna,putih,kecewa,tidak,sesuai,ekspektasi",5.5,12
5,"ini,yang,belum,tahu,karena,barang,belum,sampai,tidak,kirim,tapi,seler,dengan,respon,baik,akan,kirim,dengan,pesan,lanjut,terima,kasih",5.045454545454546,22
4,"its,cepat,dan,strongly,build",4.8,5
5,"barang,oke,waktu,kirim,cepat,respon,jual,cepat",4.875,8
5,"simpan,kapasitas,besar,oke",5.75,4
5,"sangat,trust,walaupun,sempat,fre,barang,tidak,lengkap,tapi,admin,bertangung,jawab,untuk,kirim,lagi,layan,oke,sekali,thankyou",5.578947368421052,19
4,"puas,barang,sesuai,dengan,spesifikasi,dan,gambar,tertawa,saja,kirim,lambat,lama,sekali,sampai,sudah,lewat,tangl,estimasi,sudah,begitu,saya,cek,flasdik,lihat,di,propertiles,kata,flasnyadik,empat,belas,gb,kok,aneh,iya,tapi,gp,yang,penting,bisa,di,pakai",5.121951219512195,41
1,"tidak,perlu,beli",4.666666666666667,3
5,"cepat,respon,seler,ramah,kirim,cepat,sampai,terima,kasih,juragan",5.5,9
4,"barang,sudah,sampai,kemarin,dan,sesuai,pesan,terima,kasih",5.444444444444445,9
5,"paket,rapi,barang,sesuai,pesan,kirim,sesuai,layan,produk,asli,dan,mudah,an,awet",4.714285714285714,14
2,"pesan,saya,tiga,miliar,delapan,puluh,delapan,juta,ratus,lima,puluh,satu,ribu,empat,ratus,enam,puluh,enam,tidak,kirim,kirim,padahal,status,proses,sudah,lama,barang,lain,dari,toko,lain,dengan,nomor,pesan,sama,sudah,smpe,tiga,hari,bagaimana,cara,batalin,mesan,saya",4.954545454545454,44
1,"harga,mahal,barang,tidak,fungsi,biruk,sekali,its,so,jelek,tidak,rekomendasi",5.333333333333333,12
5,"terima,kasih",5.5,1
4,"barang,di,terima,dengan,baik,tapi,dompet,hardisk,tidak,ada,tulis,canvio",5.0,12
4,"kualitas,barang,bagus,sesuai,gambar",6.2,5
5,"barang,sudah,sampai,cepat,respon,produk,memang,pick,tidak,cawak,lah,pokok,mantap,juragan",5.357142857142857,14
5,mantap,6.0,1
1,"kok,barang,saya,beli,mahal,mahal,pas,mau,guna,nyata,tidak,bisa,nyala,mohon,ganti,dong,barang,yang,saya,beli,ini",4.333333333333333,21
5,"barang,datang,dengan,kondisi,baik,dan,sesuai",5.428571428571429,7
5,"barang,asli,segel,rapi,sesuai,deskripsi,dan,ekspektasi,auto,lima,terima,kasih",5.5,11
1,"kalau,di,awal,tidak,jelas,jadi,takut,mau,beli",4.111111111111111,9
5,"barang,sesuai,deskripsi,dan,kirim,cepat",5.666666666666667,6
5,bagus,5.0,1
5,"mantap,jiwa,bisa,bayar,di,tempat,bareng,sama,bonus,oke,sekali",4.636363636363637,10
5,"wd,mycloud,mantan,mantan,satu,satu,tb,murah,di,semua,toko,ofline,dan,daring,barang,asli,sudah,pasang,dan,ditest,fungsi,baik,instalasi,dan,akting,server,mudah,upload,sped,rate,cukup,tinggi,langsung,deteksi,oleh,media,player,smart,tv,dan,gawai",4.902439024390244,41
5,"terima,kasih,ke,sesuai,pesan,dapat,bonus,lagi,sukses,iya",4.7,9
5,"barang,bagus,plus,sesuai,spesifikasi,tapi,barang,yang,saya,ingin,sesuai,dengan,gambar",5.615384615384615,13
5,bagus,5.0,1
2,"kami,kecewa,flsdis,tudak,bisa,guna,tertawa,bisa,simpan,data,namun,tidak,dapat,baca,kembali",5.066666666666666,15
5,"barang,bagus,dan,fungsi,normal",5.2,5
5,"baru,mesan,belum,jam,tiga,pas,esok,siang,barang,sampai,dengan,selamat,tanpa,kurang,cacat,satu,padahal,alamat,di,luar,jakarta",4.9523809523809526,20
5,"barang,sesuai,pesan,sudah,di,test,dan,fungsi,dengan,baik",4.7,10
5,"barang,pesan,sudah,terima,namun,sedikit,kendala,di,kirim,biasa,umum,kirim,sekitar,tiga,hari,ini,barang,terima,lebih,lama,ngomong-ngomong,terima,kasih,bos",5.416666666666667,23
1,"barang,sudah,nympe,pas,di,buka,sangat,kecewa,tidak,sesuai,dengan,pesan,banyak,kurang,kabel,usb,sonk,driver,ide,sonk,pasti,kecewa,bget",4.826086956521739,23
3,"fd,kurang,baik,cash,karena,ada,yang,retak,retak",4.333333333333333,9
5,"produk,terima,dengan,baik,hinga,sat,ini,produk,fungsi,dengan,baik",5.0,11
4,"kirim,sesuai,jadwal,moga,awet",5.0,5
5,"barang,darat,dengan,mulus,hadiah,juga,lengkap,keren,moga,awet",5.2,10
5,"walaupun,datang,lama,sekali,tapi,ngak,apa,apa,maklum,jdan,e,mungkin,overload,obat,juga,dengan,barang,yang,mantap,dan,moga,saja,awet,soal,saya,sudah,pu,tiga,untuk,anak,anak,hardisk,model,ini,dan,semua,keren,terima,kasih",4.615384615384615,38
3,"hanya,kabel,buat,volokan,ke,laptop,kok,tidak,ada,juragan,bagaimana,ini",4.916666666666667,12
5,"barang,datang,sesuai,dengan,yang,sampai,di",5.142857142857143,7
5,"produk,ini,bagus,yang,butuh,simpan,data,eksternal,saya,rekomendasi,beli,produk,ini,cepat,respon,dan,kirim,cepat,emas,juga,bagus,tampil,produk,juga,keren",5.12,25
3,"belum,terima,barang,kok,di,keteranganx,sudah,terima,siapa,yang,nerima",5.363636363636363,11
5,"kirim,cepat,emas,juga,mantap,aman,lsg,dpke,brfungsi,dengan,baik,bagus,produk",4.923076923076923,13
5,"sesuai,pesan,dan,kirim,tepat,waktu",4.833333333333333,6
5,"mantap,emas,rapi",4.666666666666667,3
5,"barang,sudah,terima,emas,rapi,moga,awet",4.714285714285714,7
4,"tapi,barang,lama,sampai",5.0,4
5,"mantap,juragan,new,dan,asli",4.6,5
5,"lumayan,pesan,delapan,puluh,gb,yang,datang,kok,ratus,sebelas,gb,bonus",4.833333333333333,12
1,"barang,tidak,bungkus,aman,pakai,buble,hitam,tipis,jelek,mudah,sobek,wajar,saja,kalau,banyak,hardisk,yang,rusak,karena,jual,tidak,bungkus,aman,di,gudang,kurir,barang,pasti,lempar,lempar,tidak,mungkin,sayang,sayang,taruh,pelan,pelan,karena,barang,ribu,hardisk,barang,yang,gampang,rusak,jika,kena,guncang,jika,jual,tidak,mau,rugi,jual,saja,buble,agar,aman,tapi,buble,putih,iya,jangan,buble,hitam",5.046153846153846,65
5,"terimakadih,lazada,barang,bagus",7.0,4
5,"wd,my,paspor,sesuai,pesan,dan,dapat,fre,hard,case",4.0,10
5,bagua,5.0,1
5,"barang,sesuai,deskripsi,bagus,minus,tertawa,masalah,kirim,yang,agak,lama,tidak,seperti,biasa,walaupun,barang,dari,ln",5.5,18
5,baik,4.0,1
5,"fungsi,baik",5.0,2
5,"mantap,betul,kalau,sudah,di,bhineka",5.0,5
5,"bagusplus,pas",6.0,2
5,"customer,service,ramah,cepat,sampai,barang,mantap",6.142857142857143,6
1,"sangat,kecewa,pesan,halo,kity,yang,datang,bahkan,hulk,padahal,belum,sudah,chat,dan,bilang,kalau,halo,kity,siap,eh,pas,datang,bahkan,beda",4.708333333333333,24
5,"ok,barang,cepat,sekali,sampai,tertawa,butuh,hari,untuk,sampai,ke,balikpapan,terima,kasih",5.357142857142857,13
5,"mantap,cek,fungsi,normal,mudah,mudah,awet",5.0,7
5,"bagus,asli,harga,saing,plus,belinketika,mid,year,sales,jadi,lebih,murah,namun,asli,terima,kasih,lazada",5.0588235294117645,16
5,"barang,sudah,saya,terima,bagus,sesuai,dengan,iklanya",5.625,8
2,"barang,rusak,tidak,bisa,di,pakai",4.5,6
5,"kirim,cukup,cepat,sesuai,gambar,dan,kapasitas,tb,kualitas,sedang,coba",5.363636363636363,11
4,"sesuai,dengan,pesan,dan,cepat",5.0,5
5,"sangat,puas",5.0,2
4,"suka,amat,model,halo,kity,bling,bling,bisa,pakai,terima,kasih",4.636363636363637,10
5,"barang,cepat,terima,dan,dalam,adan,baik,rekomendasi,seler",5.444444444444445,9
5,"untuk,pakai,darurat,lumayan,bisa,bantu,nyala,batang,mah",5.222222222222222,9
4,"barang,sampai,dengan,selamat,dan,fungsi,dengan,sempurna",6.0,8
5,"barang,sesuai,deskripsi,dan,pesan",5.8,5
4,"sesuai,pesan",5.5,2
5,"barang,bagus,emas,rapi,saya,senang,sekali,terima,kasih,kamu",5.0,9
5,excelent,8.0,1
5,"usb,terima,lebih,cepat,dari,informasi,yang,ada,barang,oke,dan,sesuai,dengan,spesifikasi,yang,cantum,di,lazada,thanks",5.157894736842105,19
5,"yang,produk,adalah,bagus,dan,jangkau,nevertheles,terima,kasih,lazada",5.9,9
5,"so,far,so,bagus,enough,capacity,dan,working,bagus",4.555555555555555,9
5,"kamu,won,t,regret,if,kamu,buy,it,it,s,durable,terima,kasih,lazada",3.7142857142857144,13
1,"usb,delapan,gb,ini,tidak,bisa,di,pakai",3.875,8
5,"sesuai,gambar,sesuai,harap",5.75,4
5,"satisfied,dengan,yang,produk,yang,barang,was,bagus,dan,so,cepat,kirim",4.833333333333333,12
5,"barang,sudah,sampai,dan,kerja,dengan,baik,terima,kasih,lazada",5.2,9
5,"cheap,price,but,tinggi,kualitas,working,tidak,jelek",5.5,8
3,"status,sudah,kirim,tapi,kok,belum,sampai,iya",4.625,8
2,"moga,cepat,sampai,dan,moga,benar,memang,tiga,tiga,gb",4.3,10
1,"produk,tidak,sesuai,dengan,gambar,yang,terima,lcd,maupun,menu,beda,ratus,persen",5.153846153846154,13
5,"barang,bagus,mantap",5.666666666666667,3
3,"barang,terima,dengan,baik,cara,seluruh,fungsi,baik,tapi,kok,capacity,storage,hanya,lima,puluh,tujuh,gb,tidak,sesuai,tulis,enam,puluh,empat,gb",4.916666666666667,23
1,"barang,masih,ada,tidak",4.75,4
5,"mohon,di,cek,kembali,sudah,benar,untuk,harga,apa,belum",4.5,10
5,asli,4.0,1
1,"pesan,tangal,sembilan,mei,tujuh,belas,maksimal,kirim,tangal,satu,mei,tujuh,belas,tangal,satu,mei,tujuh,belas,jam,delapan,malam,baru,ada,email,bahwa,pesan,saya,batal,oleh,seler,tanpa,alas,apa,padahal,barang,siap,itu,masih,jual,buang,buang,waktu,orang,saja,seler,yang,tidak,niat,jual,atau,toko,palsu,ini,seperti",4.7407407407407405,54
4,"untung,dulu,aku,beli,sisa,satu,unit,hanya,sembilan,puluh,enam,ribu",4.583333333333333,12
4,"barang,fungsi,dengan,baik,tertawa,ujung,agak,bengkok",5.625,8
5,"harga,sat,itu,lagi,diskon,terus,juga,asli,kirim,cepat",4.4,10
3,"sempat,lama,sih,kemarin,dilayanin,hampir,hari,pertama,lihat,kaget,kerdus,peyot,peyot,dan,sempat,khawatir,juga,kalau,isi,bakal,berabe,pas,buka,dan,cek,kondisi,barang,untung,barang,aman,cuma,packingan,yang,rusak,mungkin,lain,kali,seler,kasih,lindung,lebih,untuk,barang,yang,kirim,terima,kasih,lazada,layan,cukup,baik,lebih,percaya,belanja,di,sini",5.160714285714286,55
5,"barang,bagus,tidak,kecewa,barang,cepat,sampai,terima,kasih,lazada,pokok,lazada,yang,baik",5.357142857142857,14
1,"sering,error",5.5,2
4,"terima,kasih,lazada,paket,sudah,terima",5.5,5
5,"flasdisk,oke",5.5,2
1,"kapasitas,enam,puluh,empat,gb,tidak,sesuai,dengan,barang,yang,saya,terima,kapasitas,flasdsik,yang,saya,terima,tertawa,lima,puluh,sembilan,gb,saya,tidak,rekomendasi,barang,ini,untuk,beli,karena,tidak,sesuai",5.4375,32
5,"sudah,terima,beberapa,hari,yang,lalu,maf,baru,ulas,barang,bagus,sesuai,gambar",5.0,13
5,"bagus,kualitas,of,barang,cepat,kirim",5.166666666666667,6
2,"jujur,tidak,iya,jangan,ngarep,harga,murah,kualitas,oke",5.111111111111111,9
1,"barang,jelek,sekali,harus,tiga,tiga,gb,baru,di,isi,sekitar,empat,lima,gb,mulai,jadi,lambat,makin,lama,makin,lambat,kalau,di,isi,foto,total,di,bawah,lima,gb,masih,oke,lebih,error,tapi,tidak,ada,error,pemberitahuan,tertawa,waktu,foto,di,buka,error,opening,beli,lima,unit,semua,sama,kapok",4.5,51
5,"barang,bagus",5.5,2
1,"barang,datang,coba,langsung,of,tidak,perlu,deh,beli,produk,ini",4.7272727272727275,11
4,"barang,bagus,moga,awet",4.75,4
3,"ini,flashdisk,bisa,buat,apa,saja,kan",4.285714285714286,7
1,"telah,kami,terima,flashdisk,enam,puluh,empat,gb,yang,datang,je,tempat,kami,cukup,lama,dan,telah,coba,tidak,bisa,guna,atau,rusak",4.565217391304348,23
5,"barang,bagus",5.5,2
1,"kecewa,tapi,saya,tidak,bisa,salah,selain,diri,sendiri,karena,bal,usb,yang,saya,kira,enam,puluh,empat,giga,nyata,enam,puluh,empat,mbak,disi,apan,lagu,lagu,saja,tidak,muat,parah",4.5,32
1,"tertawa,bisa,guna,sebentar,sudah,itu,tidak,tahu,jadi,tidak,bisa,dipakek,terus,tidak,bisa,simpan,semua,file,tertawa,file,file,tentu,yang,bisa,disave,dan,buka,kembali,kenbanyakan,tidak,bisa,buka",5.03125,32
1,"masih,jual,enam,puluh,empat,mbak",4.5,6
4,"barang,bagus,sesuai,dengan,yang,di,foto,suka",4.625,8
2,"kapasitas,tidak,sesuai,paling,hanya,bisa,nyimpan,enam,belas,gigan",5.6,10
1,"jelek,produk",5.5,2
1,"barang,ini,palsu,karena,asli,muat,tertawa,delapan,gb",4.888888888888889,9
1,"lebih,baik,jangan",5.0,2
5,"datang,cepat,paket,hemat,rekomeded",6.0,5
5,"flshdisk,ajaib,sering,hilang,tapi,selalu,blik",5.571428571428571,7
5,"barang,sampai,dengan,selamat",6.25,4
