rating,review,avg_word,word_count
5,"'pada', 'akhir', 'hardisk', 'wd', 'ekternal', 'warna', 'biru', 'saya', 'datang', 'xd', 'sempat', 'khawatir', 'juga', 'saya', 'mengingat', 'saya', 'tidak', 'pernah', 'membeli', 'barang', 'daring', 'pada', 'hari', 'wekend', 'kecuali', 'po', 'saking', 'khawatir', 'pesanan', 'saya', 'sudah', 'dikirim', 'atau', 'belum', 'saya', 'sampai', 'live', 'chat', 'dengan', 'pihak', 'lazada', 'untuk', 'menanyakan', 'posisi', 'hardisk', 'pesanan', 'saya', 'ini', 'tertawa', 'untuk', 'pengiriman', 'termasuk', 'lama', 'iya', 'padahal', 'masih', 'wilayah', 'jakarta', 'juga', 'ckckckck', 'mungkin', 'ini', 'efek', 'belanja', 'daring', 'di', 'hari', 'wekend', 'tapi', 'walau', 'terlambat', 'dari', 'hari', 'yang', 'dicantumin', 'oleh', 'lazada', 'dan', 'di', 'dalam', 'nota', 'pembelian', 'saya', 'tetap', 'merasa', 'lega', 'karena', 'barang', 'pesanan', 'saya', 'sudah', 'sampai', 'dengan', 'sangat', 'aman', 'mengingat', 'pembungkusan', 'barang', 'sangat', 'rapi', 'sekali', 'hinga', 'harus', 'mengunakan', 'gunting', 'untuk', 'membuka', 'di', 'tambah', 'dengan', 'buble', 'bungkus', 'yang', 'memberi', 'kesan', 'empuk', 'hinga', 'tambah', 'yakin', 'saya', 'kalau', 'barang', 'ini', 'akan', 'sangat', 'aman', 'saya', 'juga', 'sudah', 'mencoba', 'hardisk', 'dan', 'beneran', 'tb', 'lho', 'walau', 'tertawa', 'tersisa', 'satu', ' satu', 'tb', 'karena', 'sisa', 'termakan', 'untuk', 'sistem', 'tapi', 'dengan', 'harga', 'rp', 'satu', 'lima', 'puluh', 'delapan', 'puluh', 'bisa', 'dibilang', 'sangat', 'bernilai', 'it', 'mendapat', 'hardisk', 'tb', 'p', 's', 'saya', 'beli', 'dengan', 'harga', 'segitu', 'karena', 'memakai', 'kode', 'voucher', 'potongan', 'diskon', 'dari', 'lazada', 'dari', 'harga', 'asli', 'kalau', 'tidak', 'salah', 'rp', 'satu', 'tiga', 'ratus', 'lima', 'puluh', 'sembilan', 'nol', 'lihat', 'ke', 'atas', 'fufufufufu', 'gakmaurugijugadia', 'ditambah', 'dengan', 'bonus', 'yang', 'tiga', 'kali', 'plus', 'pouch', 'wd', 'memo', 'wd', 'dan', 'pen', 'wd', 'semua', 'ada', 'tulisan', 'wd', 'tidak', 'tahu', 'asli', 'atau', 'tidak', 'tapi', 'semoga', 'saja', 'asli', 'dari', 'wd', 'wkwkwkwk', 'tambah', 'tidak', 'rugilah', 'nihanakemangbener', 'benar', 'secara keseluruhan', 'saya', 'puas', 'sekali', 'dengan', 'barang', 'yang', 'saya', 'beli', 'ini', 'karena', 'itulah', 'saya', 'bersedia', 'menulis', 'ulasan', 'panjang', 'panjang', 'begini', 'bukan', 'memang', 'selalu', 'nulis', 'ulasan', 'panjang', 'panjang', 'iya', 'plakplakplak', 'p', 's', 'saya', 'sempat', 'bingung', 'dengan', 'tulisan', 'nota', 'di', 'dalam', 'pada', 'bagian', 'kertas', 'putih', 'yang', 'bertulisan', 'nama', 'pengirim', 'dan', 'identitas', 'penerima', 'saya', 'cari', 'cari', 'sampai', 'bego', 'di', 'dalam', 'bungkusan', 'kok', 'tidak', 'ada', 'berhubung', 'iq', 'saya', 'tinggi', 'plak', 'jadi', 'saya', 'berpikiran', 'pasti', 'di', 'balikatau', 'di', 'dalam', 'kertas', 'ini', 'ini', 'dan', 'dugan', 'sayabenar', 'ternyata', 'kertas', 'putih', 'itu', 'adalah', 'amplop', 'yang', 'berisi', 'kartu', 'nama', 'sih', 'penjual', 'dan', 'nota', 'pembelian', 'wkwkwkwkwk', 'anda', 'sunguh', 'kreatif', 'sebagai', 'pedagang', 'baru', 'kali', 'ini', 'saya', 'dibegituin', 'untung', 'belum', 'saya', 'buang', 'itu', 'bungkusan', 'at', 'last', 'but', 'tidak', 'least', 'terima kasih', 'kamu', 'ezy', 'com', 'saya', 'pasti', 'akan', 'pesan', 'hardisk', 'lagi', 'ke', 'sini', 'kalau', 'kapasitas', 'hardisk', 'saya', 'sudah', 'penuh', 'tapi', 'tidak', 'tahu', 'kapan', 'penuh', 'mungkin', 'masih', 'agak', 'sangat', 'lama'",8.28191489361702,376
5,"'hardisk', 'masih', 'awet', 'sampai', 'skrng'",8.2,5
5,"'wow', 'kualitas', 'barang', 'oke', 'sekali', 'pelayanan', 'juga', 'oke', 'terima kasih'",8.88888888888889,9
4,"'sempat', 'khawatir', 'tidak', 'muat', 'hard', 'disk', 'eksternal', 'saya', 'tapi', 'ternyata', 'muat', 'barang', 'bagus', 'dengan', 'bahan', 'yang', 'sesuai'",8.352941176470589,17
5,"'barang', 'sudah', 'datang', 'dan', 'berfungsi', 'baik', 'sayang', 'kabel', 'krg', 'umum', 'di', 'tempat', 'saya', 'jadi', 'kalau', 'rsk', 'masih', 'cara', 'cdngan', 'wlo', 'smpe', 'sekarang', 'masih', 'baik', 'baik', 'saja'",7.653846153846154,26
4,"'pengiriman', 'cepat', 'dan', 'rapi', 'barang', 'diterima', 'baik', 'barang', 'setelah', 'digunakan', 'dengan', 'hasil', 'mantap'",9.0,13
5,'oke',5.0,1
4,"'kata', 'orang', 'rumah', 'barang', 'sudah', 'datang', 'belum', 'cek', 'but', 'thks'",7.5,10
4,"'pas', 'tahun', 'mati', 'total', 'pemakaian', 'normal', 'tujuh', 'jam', 'sehari'",8.0,9
1,"'saya', 'kecewa', 'beli', 'memory', 'kartu', 'sandisk', 'delapan', 'gb', 'smpe', 'rumah', 'memory', 'tidak', 'bisa', 'dipake', 'buruk', 'sekali', 'anda'",8.0,17
3,"'mas', 'kq', 'pouchx', 'lbih', 'kecil', 'dari', 'ukuran', 'yang', 'di', 'cntumkan', 'yk', 'ukuranx', 'hanya', 'satu', 'satu', 'cmxtujuh', 'cuma'",7.529411764705882,17
1,"'pengiriman', 'molor', 'tiga', 'mingu', 'saya', 'kecewa'",8.5,6
4,"'berfungsi', 'dengan', 'baik'",9.0,3
5,"'baru', 'sempat', 'ulasan', 'di sini', 'pesan', 'tanggal', 'sembilan', 'belas', 'sampai', 'satu', 'pengemasan', 'terbaik', 'dengan', 'bublewrap', 'dan', 'dapat', 'harga', 'murah', 'dari', 'yang', 'lain', 'dengan', 'spesifikasi', 'yang', 'sama', 'barang', 'asli', 'made', 'in', 'thailand', 'terima kasih', 'kenkez', 'dan', 'lazada'",8.735294117647058,34
1,"'kenapa', 'belum', 'sampai', 'juga', 'dari', 'tangal', 'lima', 'belas', 'desember', 'pemesanan'",8.6,10
5,"'barang', 'berfungsi', 'dengan', 'baik'",9.0,4
5,"'barang', 'oke'",7.0,2
4,"'berfungsi', 'baik'",9.0,2
4,"'kok', 'lama', 'iya'",6.0,3
5,'rekomen',9.0,1
5,"'cocok', 'sekali'",8.0,2
5,"'produk', 'hgst', 'drive', 'inside', 'model', 'wdelapan', 'puluh', 'ezx', 'lima', 'ribu', 'empat', 'ratus', 'rpm', 'tiga', 'lima', 'drive', 'western', 'digital', 'bought', 'hgst', 'hitachi', 'global', 'storage', 'technologies', 'back', 'in', 'dua', 'ratus', 'satu', 'dua', 'ratus', 'satu', 'combining', 'yang', 'two', 'companies', 'technologies', 'together', 'kamu', 'get', 'everything', 'kamu', 'ned', 'inside', 'yang', 'box', 'yang', 'drive', 'tenaga', 'cable', 'dan', 'usb', 'yang', 'drive', 'comes', 'dengan', 'acronis', 'true', 'image', 'wd', 'edition', 'software', 'which', 'gives', 'kamu', 'ned', 'untuk', 'making', 'system', 'dan', 'file', 'backups', 'dengan', 'including', 'scheduled', 'maintenance', 'it', 'has', 'usbtiga', 'conection', 'which', 'adalah', 'compatible', 'dengan', 'usb', 'usb', 'seler', 'sangat', 'prompt', 'respon', 'shiped', 'lanjut', 'day', 'dengan', 'lazada', 'expres'",8.364583333333334,96
5,"'barang', 'diterima', 'dalam', 'keadan', 'baik', 'berfungsi', 'dengan', 'bagus'",9.0,8
5,"'punyaku', 'kok', 'tidak', 'ada', 'kartu', 'garansi', 'dan', 'segel', 'juragan', 'nanti', 'buat', 'mengklaim', 'garansi', 'bagaimana', 'cara', 'iya'",8.3125,16
5,"'barang', 'bagus', 'sampai', 'juga', 'cepat'",8.0,5
1,"'dibanding', 'dengan', 'harga', 'kualitas', 'jauh', 'sekali', 'dengan', 'harga', 'seratus', 'lima', 'puluh', 'ribu', 'dan', 'kualitas', 'yang', 'kurang', 'memadai', 'harga', 'tersebut', 'kemahalan'",8.9,20
4,"'bagus', 'dan', 'pengiriman', 'cepat'",8.5,4
5,"'pesan', 'dari', 'luar', 'negeri', 'lima', 'hari', 'kemudian', 'sampai', 'barang', 'bagus', 'tapi', 'berharap', 'ada', 'isi', 'dalam', 'kotaknya'",8.125,16
4,"'barang', 'lumayan', 'bagus', 'tebal', 'jadi', 'aman', 'untuk', 'hardisk', 'harga', 'sesuai'",8.3,10
1,"'bagaimana', 'ini', 'barang', 'sudah', 'sebulan', 'lebih', 'tidak', 'datang', 'datang', 'status', 'di', 'lazada', 'pun', 'belum', 'di', 'proses', 'di', 'kirim', 'mohon', 'folow', 'up', 'lazada', 'team'",7.782608695652174,23
5,"'oke', 'sesuai', 'sama', 'deksripsi'",8.25,4
5,"'maf', 'baru', 'sempat', 'ulasan', 'secara', 'umum', 'cukup', 'puas', 'dengan', 'layanan', 'penjual', 'pengemasan', 'bagus', 'rapi', 'dan', 'aman', 'fisik', 'barang', 'sesuai', 'gambar', 'dan', 'ulasan', 'yang', 'ada', 'di', 'website', 'tertawa', 'saya', 'mis', 'informasi', 'saja', 'karena', 'ternyata', 'hd', 'external', 'wd', 'ini', 'tidak', 'dapat', 'sarung', 'secara keseluruhan', 'saya', 'rekomendasi', 'seler', 'terima kasih', 'dan', 'tingkatkan', 'selalu', 'pelayanan', 'sukses'",8.74,50
4,"'barang', 'diantar', 'dengan', 'cepat', 'dan', 'sesuai', 'dengan', 'penjelasan', 'yang', 'ada', 'penjual', 'merespondengan', 'cepat'",9.23076923076923,13
1,"'kami', 'mengunakan', 'windows', 'sepuluh', 'sedangkan', 'yang', 'dikirim', 'adalah', 'produk', 'untuk', 'windows', 'di bawah', 'dan', 'kamipun', 'sudah', 'mencoba', 'untuk', 'masuk', 'ke', 'windows', 'tujuh', 'namun', 'tetap', 'tidak', 'bisa', 'digunakan', 'kami', 'minta', 'pengembalian', 'dana', 'saja', 'karena', 'ternyata', 'produk', 'ini', 'tidak', 'sesuai', 'harapan', 'kami'",8.820512820512821,39
5,"'produk', 'sesuai', 'yang', 'di', 'gambar', 'bagus'",7.666666666666667,6
5,"'barang', 'sesuai', 'pesanan'",9.0,3
5,"'barang', 'sampai', 'cepat', 'sekali', 'sesuai', 'juga', 'puas'",8.142857142857142,7
5,"'kualitas', 'bagus', 'bahan', 'aluminium', 'dan', 'akhir', 'bisa', 'digunakan', 'hd', 'sd', 'saya', 'sebagai', 'eksternal'",8.461538461538462,13
4,"'produk', 'bagus', 'pengiriman', 'cukup', 'cepat', 'beli', 'tangal', 'sembilan', 'maret', 'diterima', 'tanggal', 'satu', 'april', 'namun', 'untuk', 'aktivasi', 'antivirus', 'tidak', 'bisa', 'saran', 'sebaik', 'untuk', 'pengiriman', 'dikasih', 'buble', 'bungkus', 'untuk', 'menjaga', 'kualitas', 'produk', 'sat', 'pengiriman'",9.15625,32
5,"'barang', 'sudah', 'diterima', 'dan', 'bekerja', 'dengan', 'baik', 'pengemasan', 'rapi', 'sesuai', 'dengan', 'harapan', 'pengiriman', 'juga', 'cepat', 'tapi', 'bonus', 'kurang', 'menarik', 'tapi', 'ngak', 'apalah', 'puas', 'deh', 'di'",8.4,25
3,"'kenapa', 'di', 'laptop', 'macbok', 'profesional', 'retina', 'saya', 'tidak', 'bisa', 'dibuka', 'iya'",8.272727272727273,11
1,"'masa', 'tiga', 'go', 'jek', 'sudah', 'ke sana', 'tutup', 'terus', 'toko', 'pemesanan', 'tanggal', 'tiga', ' ', 'mei', 'tujuh', 'belas', 'sampai', 'dengan', 'detik', 'ini', 'barang', 'belum', 'terkirim'",7.826086956521739,23
3,"'pengemasan', 'bagus', 'pengiriman', 'cepat', 'Cuma', 'hardcase', 'ternyata', 'tidak', 'sesuai', 'dengan', 'gambar', 'produk', 'harapan', 'saya', 'dapat', 'warna', 'sesuai', 'hard', 'disk', 'dan', 'ukuran', 'lebih', 'besar', 'dikit'",8.708333333333334,24
1,"'baru', 'pakai', 'tiga', 'hari', 'hd', 'sudah', 'rusak', 'data', 'hilang', 'jangan', 'di', 'beli', 'tidak', 'di', 'rekomendasi'",7.533333333333333,15
5,"'respon', 'chat', 'oke', 'pengiriman', 'oke', 'barang', 'sesuai', 'mdh', 'mdhan', 'sukses'",8.1,10
5,"'oke', 'pengemasan', 'rapi', 'barang', 'oke'",8.0,5
5,"'barang', 'sesuai', 'gambar', 'secara keseluruhan', 'sangat', 'bagus', 'terima kasih'",11.285714285714286,7
1,"'ada', 'yang', 'penyok', 'pada', 'case', 'di', 'bagian', 'antena', 'mungkin', 'pengiriman', 'kurang', 'aman', 'dan', 'hati', 'hati', 'tapi', 'untung', 'masih', 'fungsi', 'baik', 'deskripsi', 'ada', 'yang', 'tidak', 'sesuai', 'tidak', 'ada', 'batreatau', ' power bank', 'itu', 'buku', 'manual', 'bahasa', 'cina', 'tidak', 'mengerti', 'coba', 'coba', 'sendiri', 'akhir', 'bisa', 'di', 'bantu', 'gogle'",8.090909090909092,44
5,"'barang', 'sampai', 'dengan', 'cepat', 'dan', 'sesuai', 'deskripsi'",8.714285714285714,7
4,"'barang', 'cepat', 'sampai', 'dan', 'bagus'",7.8,5
5,"'bagus', 'dan', 'practical', 'produk', 'dengan', 'cheap', 'price', 'terima kasih'",9.25,8
1,"'lebih', 'baik', 'cari', 'yang', 'lain'",7.0,5
5,"'mantap', 'juragan'",9.0,2
5,"'sesuai', 'dengan', 'apa', 'yang', 'dipromosikan', 'bonus', 'belum', 'dicoba', 'tapi', 'mudah', 'mudahan', 'oke'",8.416666666666666,12
5,"'sesuai', 'judul', 'produk', 'direkomendasikan', 'degh', 'gampang', 'juga', 'untuk', 'pengunan'",9.666666666666666,9
1,"'saya', 'sudah', 'memesan', 'dan', 'menungu', 'sebulan', 'untuk', 'produk', 'ini', 'namun', 'sat', 'seseharusn', 'sampai', 'tiba', 'tiba', 'dibatalkan', 'dan', 'tertera', 'alamat', 'tidak', 'ditemukan', 'padahal', 'di', 'gogle', 'map', 'pun', 'alamat', 'ini', 'muncul'",8.275862068965518,29
4,"'kemasan', 'rapi', 'dan', 'aman', 'pengiriman', 'lebih', 'cepat', 'dari', 'estimasi', 'tapi', 'minus', 'sekrup', 'pengunci'",8.538461538461538,13
5,"'sudah', 'saya', 'terima', 'dan', 'terima kasih', 'kasih'",8.666666666666666,6
5,"'barang', 'sesuai', 'pengiriman', 'sangat', 'cepat', 'mantap', 'jiwa'",9.0,7
1,"'sudah', 'mingu', 'barang', 'belum', 'di', 'kirim', 'juga', 'bagaimana', 'ini', 'juragan', 'ada', 'barang', 'ngak', 'sih'",7.714285714285714,14
5,"'terima kasih', 'barang', 'sudah', 'sampai', 'barang', 'bagus', 'sesuai', 'pesanan'",9.5,8
1,"'barang', 'tidak', 'sesuai', 'dengan', 'di', 'deskripsi', 'dan', 'yang', 'ada', 'di', 'gambar'",7.636363636363637,11
5,"'pengemasan', 'bagus', 'barang', 'oke', 'lah'",8.2,5
5,"'respon', 'bagus', 'barang', 'juga', 'sama', 'pengemasan', 'baik', 'bagus', 'lah', 'intinya'",8.3,10
1,"'aku', 'sudah', 'nungu', 'lama', 'barang', 'tidak', 'datang', 'juga', 'kerjan', 'ku', 'jadi', 'kehambat', 'gara', 'gara', 'seler', 'ini'",7.5625,16
5,"'pengemasan', 'rapi', 'proses', 'pengiriman', 'cepat', 'bonus', 'serta', 'kualitas', 'sesuai', 'dengan', 'yang', 'diharapkan'",9.5,12
5,"'pengiriman', 'cepat', 'respon', 'penjual', 'bagus', 'dan', 'barang', 'sesuai', 'gambar'",8.88888888888889,9
2,"'pelayanan', 'bagus', 'sih', 'Cuma', 'produk', 'yang', 'tidak', 'bagus'",8.0,8
5,"'pengemasan', 'rapi'",9.5,2
5,'oke',5.0,1
5,"'bagus', 'dus', 'masih', 'segel', 'void'",7.2,5
5,"'terima kasih', 'seler', 'dan', 'lazada', 'barang', 'yang', 'aku', 'pesan', 'sesuai', 'sama', 'yang', 'ada', 'di', 'gambar', 'puas', 'deh', 'pokok', 'ya'",7.555555555555555,18
1,"'sudah', 'blanja', 'bahkan', 'minta', 'uang', 'di belakang', 'ya sudah', 'lebih baik', 'dibatalkan', 'saja'",9.8,10
4,"'terima', 'kasih', 'barang', 'sudah', 'keterima', 'dengan', 'kemasan', 'yang', 'baik', 'dan', 'tidak', 'terlalu', 'lama'",8.307692307692308,13
5,"'kualitas', 'barang', 'sangat', 'baik', 'pengemasan', 'pengiriman', 'barang', 'sangat', 'baik', 'kecepatan', 'pengiriman', 'barang', 'sangat', 'cepat', 'respon', 'penjual', 'sangat', 'cepat', 'direkomendasikan', 'seler'",10.0,20
1,"'saya', 'pesan', 'warna', 'hitam', 'yang', 'datang', 'warna', 'putih', 'kecewa', 'tidak', 'sesuai', 'ekspektasi'",8.416666666666666,12
5,"'ini', 'yang', 'belum', 'tahu', 'karena', 'barang', 'belum', 'sampai', 'tidak', 'terkirim', 'tapi', 'seler', 'dengan', 'respon', 'baik', 'akan', 'dikirim', 'dengan', 'pesan', 'selanjut', 'terima', 'kasih'",8.318181818181818,22
4,"'its', 'cepat', 'dan', 'strongly', 'build'",7.6,5
5,"'barang', 'oke', 'waktu', 'kirim', 'cepat', 'respon', 'penjual', 'cepat'",8.125,8
5,"'penyimpanan', 'berkapasitas', 'besar', 'okelah'",11.25,4
5,"'sangat', 'trust', 'walaupun', 'sempat', 'fre', 'barang', 'tidak', 'lengkap', 'tapi', 'admin', 'bertangung', 'jawab', 'untuk', 'kirim', 'lagi', 'pelayanan', 'oke', 'sekali', 'thankyou'",8.736842105263158,19
4,"'puas', 'barang', 'sesuai', 'dengan', 'spesifikasi', 'dan', 'gambar', 'tertawa', 'saja', 'pengiriman', 'terlambat', 'lama', 'sekali', 'sampai', 'sudah', 'lewat', 'tangl', 'estimasi', 'sudah', 'begitu', 'saya', 'cek', 'flasdik', 'lihat', 'di', 'propertiles', 'kata', 'flasnyadik', 'empat', 'belas', 'gb', 'kok', 'aneh', 'iya', 'tapi', 'gp', 'yang', 'penting', 'bisa', 'di', 'pakai'",8.292682926829269,41
1,"'tidak', 'perlu', 'beli'",7.333333333333333,3
5,"'cepat', 'respon', 'seler', 'ramah', 'pengiriman', 'cepat', 'sampai', 'terima kasih', 'juragan'",9.666666666666666,9
4,"'barang', 'sudah', 'sampai', 'kemarin', 'dan', 'sesuai', 'pesanan', 'terima', 'kasih'",8.555555555555555,9
5,"'paket', 'rapi', 'barang', 'sesuai', 'pesanan', 'pengiriman', 'sesuai', 'layanan', 'produk', 'asli', 'dan', 'mudah', 'an', 'awet'",8.285714285714286,14
2,"'pesanan', 'saya', 'tiga', 'miliar', 'delapan', 'puluh', 'delapan', 'juta', 'seratus', 'lima', 'puluh', 'satu', 'ribu', 'empat', 'ratus', 'enam', 'puluh', 'enam', 'tidak', 'dikirim', 'kirim', 'padahal', 'status', 'diproses', 'sudah', 'lama', 'barang', 'lain', 'dari', 'toko', 'lain', 'dengan', 'nomor', 'pesanan', 'sama', 'sudah', 'smpe', 'tiga', 'hari', 'bagaimana', 'cara', 'batalin', 'pemesanan', 'saya'",8.25,44
1,"'harga', 'mahal', 'barang', 'tidak', 'berfungsi', 'biruk', 'sekali', 'its', 'so', 'jelek', 'tidak', 'direkomendasikan'",8.916666666666666,12
5,'terima kasih',14.0,1
4,"'barang', 'di', 'terima', 'dengan', 'baik', 'tapi', 'dompet', 'hardisk', 'tidak', 'ada', 'tulisan', 'canvio'",8.083333333333334,12
4,"'kualitas', 'barang', 'bagus', 'sesuai', 'gambar'",9.0,5
5,"'barang', 'sudah', 'sampai', 'cepat', 'respon', 'produk', 'memang', 'pick', 'tidak', 'mengecawakan', 'lah', 'pokok', 'mantap', 'juragan'",8.785714285714286,14
5,'mantap',8.0,1
1,"'kok', 'barang', 'saya', 'beli', 'mahal', 'mahal', 'pas', 'mau', 'digunakan', 'ternyata', 'tidak', 'bisa', 'menyala', 'mohon', 'diganti', 'dong', 'barang', 'yang', 'saya', 'beli', 'ini'",7.857142857142857,21
5,"'barang', 'datang', 'dengan', 'kondisi', 'baik', 'dan', 'sesuai'",8.285714285714286,7
5,"'barang', 'asli', 'tersegel', 'rapi', 'sesuai', 'deskripsi', 'dan', 'ekspektasi', 'auto', 'lima', 'terima kasih'",9.272727272727273,11
1,"'kalau', 'di', 'awal', 'tidak', 'jelas', 'jadi', 'takut', 'mau', 'beli'",7.0,9
5,"'barang', 'sesuai', 'deskripsi', 'dan', 'pengiriman', 'cepat'",9.333333333333334,6
5,'bagus',7.0,1
5,"'mantap', 'jiwa', 'bisa', 'bayar', 'di tempat', 'bareng', 'sama', 'bonus', 'oke', 'sekali'",8.1,10
5,"'wd', 'mycloud', 'mantan', 'mantan', 'satu', 'satu', 'tb', 'termurah', 'di', 'semua', 'toko', 'ofline', 'dan', 'daring', 'barang', 'asli', 'sudah', 'dipasang', 'dan', 'ditest', 'berfungsi', 'baik', 'instalasi', 'dan', 'akting', 'server', 'mudah', 'upload', 'sped', 'rate', 'cukup', 'tinggi', 'langsung', 'terdeteksi', 'oleh', 'media', 'player', 'smart', 'tv', 'dan', 'gawai'",8.146341463414634,41
5,"'terima kasih', 'ke', 'sesuai', 'pesanan', 'dapat', 'bonus', 'lagi', 'sukses', 'iya'",8.444444444444445,9
5,"'barang', 'bagus', 'plus', 'sesuai', 'spesifikasi', 'tapi', 'barang', 'yang', 'saya', 'inginkan', 'sesuai', 'dengan', 'gambar'",8.76923076923077,13
5,'bagus',7.0,1
2,"'kami', 'kecewa', 'flsdis', 'tudak', 'bisa', 'digunakan', 'tertawa', 'bisa', 'menyimpan', 'data', 'namun', 'tidak', 'dapat', 'membaca', 'kembali'",8.733333333333333,15
5,"'barang', 'bagus', 'dan', 'berfungsi', 'normal'",8.6,5
5,"'baru', 'pemesanan', 'sebelum', 'jam', 'tiga', 'pas', 'esok', 'siang', 'barang', 'sampai', 'dengan', 'selamat', 'tanpa', 'kurang', 'cacat', 'satupun', 'padahal', 'alamat', 'di luar', 'jakarta'",8.65,20
5,"'barang', 'sesuai', 'pesanan', 'sudah', 'di', 'test', 'dan', 'berfungsi', 'dengan', 'baik'",8.1,10
5,"'barang', 'pesanan', 'sudah', 'diterima', 'namun', 'sedikit', 'kendala', 'di', 'pengiriman', 'biasa', 'umum', 'pengiriman', 'sekitar', 'tiga', 'hari', 'ini', 'barang', 'diterima', 'lebih', 'lama', 'ngomong-ngomong', 'terima kasih', 'bos'",9.347826086956522,23
1,"'barang', 'sudah', 'nympe', 'pas', 'di', 'buka', 'sangat', 'kecewa', 'tidak', 'sesuai', 'dengan', 'pesan', 'banyak', 'kurang', 'kabel', 'usb', 'sonk', 'driver', 'ide', 'sonk', 'pasti', 'kecewa', 'bget'",7.782608695652174,23
3,"'fd', 'kurang', 'baik', 'cash', 'karena', 'ada', 'yang', 'retak', 'retak'",7.222222222222222,9
5,"'produk', 'diterima', 'dengan', 'baik', 'hinga', 'sat', 'ini', 'produk', 'berfungsi', 'dengan', 'baik'",8.363636363636363,11
4,"'pengiriman', 'sesuai', 'jadwal', 'semoga', 'awet'",9.2,5
5,"'barang', 'mendarat', 'dengan', 'mulus', 'hadiah', 'juga', 'lengkap', 'keren', 'semoga', 'awet'",8.6,10
