itemId,category,name,rating,reviewTitle,reviewContent,upVotes,downVotes,helpful,relevanceScore,boughtDate,clientType
2295078,jual-flash-drives,Lazada Customer,2,Tanpa Judul,Tidak ada review,0,0,True,14.01,12 Des 2016,androidApp
2295221,jual-flash-drives,Lazada Guest,5,Value for money,"Satisfied with the product, the item was good.and so fast delivery",0,0,True,9.32,,desktop
2326049,jual-flash-drives,Agus H.,5,Flaskdisk sansdik,"Barang sudah sampai dan bekerja dengan baik, trimakasih lazada",0,0,True,9.24,,mobile-app
2414141,jual-flash-drives,Deck A.,5,Tanpa Judul,Tidak ada review,0,0,True,25.17,16 Agu 2019,androidApp
2414210,jual-flash-drives,malindo t.,5,Tanpa Judul,Tidak ada review,0,0,True,18.01,13 Jan 2018,androidApp
2505274,jual-flash-drives,Lazada Customer,5,Tanpa Judul,bagus,0,0,True,17.01,26 Des 2015,androidApp
2944055,jual-flash-drives,Lazada Guest,5,So satisfied .,Cheap price but high quality    ，，Working not bad,0,0,True,9.31,,desktop
2944438,jual-flash-drives,Ahmad T.,3,Status pengiriman,Status sudah dikirim tapi kok belum sampai ya,0,0,True,13.47,,androidApp
2944511,jual-flash-drives,ipul,2,Tanpa Judul,"semoga cepet sampai, dan semoga bener² real 32gb",0,0,True,18.98,08 Jan 2016,mobile
2995260,jual-flash-drives,Abiyasa P.,1,Kecewa,Produk tidak sesuai dengan gambar.. Yang diterima LCD maupun menu berbeda 100%,0,0,True,19.5,23 Jan 2017,mobile
3018463,jual-flash-drives,Mohammad A.,4,Tanpa Judul,Tidak ada review,0,0,True,13.01,14 Des 2017,androidApp
3100926,jual-flash-drives,Lazada Customer,4,Tanpa Judul,Tidak ada review,0,0,True,16.01,07 Sep 2017,androidApp
3438919,jual-flash-drives,Kim M.,2,Tanpa Judul,Tidak ada review,0,0,True,13.01,16 Des 2017,mobile
3535739,jual-flash-drives,Lazada Customer,5,Tanpa Judul,Tidak ada review,0,0,True,14.97,29 Jul 2018,androidApp
3537531,jual-flash-drives,Dea S.,3,Mahal,Tidak ada review,0,0,True,13.01,11 Jan 2018,mobile
3537537,jual-flash-drives,Jang,5,Tanpa Judul,Tidak ada review,0,0,True,14.01,11 Nov 2016,desktop
3537540,jual-flash-drives,Lazada Customer,5,Tanpa Judul,Tidak ada review,0,0,True,27.83,02 Sep 2019,androidApp
3537552,jual-flash-drives,Lazada Guest,5,GOOD,"You won't regret if you buy it, it's durable .Thanks Lazada !",0,0,True,9.25,,desktop
3537561,jual-flash-drives,Lazada Customer,5,Tanpa Judul,Tidak ada review,0,0,True,19.0,27 Des 2016,androidApp
3655081,jual-flash-drives,Ferry J.,3,barang yg dikirim warna dan motif nya berbeda,Tidak ada review,0,0,True,14.01,21 Mei 2018,androidApp
3827510,jual-flash-drives,Aldi M.,5,Tanpa Judul,barang bagus mantap,0,0,True,26.5,14 Mar 2018,androidApp
4095518,jual-flash-drives,Sonny S.,4,Tanpa Judul,Tidak ada review,0,0,True,16.01,07 Jun 2016,androidApp
4311676,jual-flash-drives,emi h.,3,semoga real original,"Barang diterima dgn baik, overall berfungsi baik.  Tapi kok capacity storage nya cuma 57 Gb, gk sesuai tulisan 64 Gb.",0,0,True,27.89,31 Agu 2017,mobile-app
4461968,jual-flash-drives,Aryo P.,5,Tanpa Judul,Tidak ada review,0,0,True,14.01,28 Des 2015,androidApp
4477073,jual-flash-drives,adie f.,1,.,Barang masih ada gk...????,0,0,True,10.12,,mobile-app
4684498,jual-flash-drives,Salwa F.,4,Tanpa Judul,Tidak ada review,0,0,True,17.01,13 Feb 2019,androidApp
4684506,jual-flash-drives,M I.,5,Tanya,Mohon di cek kembali sudah benar untuk harganya apa belum ?,0,0,True,13.33,,mobile
4739585,jual-flash-drives,Verry J.,5,Tanpa Judul,Tidak ada review,0,0,True,19.58,23 Jul 2019,androidApp
4787084,jual-flash-drives,agus h.,4,Tanpa Judul,Tidak ada review,0,0,True,14.99,11 Jul 2017,androidApp
4839521,jual-flash-drives,Astried O.,5,Tanpa Judul,Tidak ada review,0,0,True,14.01,06 Mar 2018,androidApp
4849164,jual-flash-drives,sularto,5,ok,ori.,0,0,True,15.01,19 Jun 2018,androidApp
4849201,jual-flash-drives,Indra,1,Seller membatalkan pesanan,Pesan tanggal 9 mei 2017. Maksimal pengiriman tanggal 12 mei 2017. Tanggal 12 mei 2017 jam 8 malam baru ada email bahwa pesanan saya dibatalkan oleh seller tanpa alasan apapun. Padahal barangnya ready tuh masih jualan? Buang-buang waktu orang aja. Seller yang gak niat jualan atau toko palsu ini kayaknya.,0,0,True,17.45,,mobile-app
4873655,jual-flash-drives,sukani r.,5,Tanpa Judul,Tidak ada review,0,0,True,16.01,19 Mei 2017,androidApp
5384507,jual-flash-drives,Aaa,4,Kemahalan gan,Untung dlu gw beli sisa 1 unit cuma 96ribu,0,0,True,10.03,,androidApp
5384510,jual-flash-drives,Nikson B.,4,Tanpa Judul,"barang berfungsi dengan baik,hanya ujungnya agak bengkok",0,0,True,22.49,27 Agu 2018,androidApp
5384520,jual-flash-drives,Achi,3,Tanpa Judul,ok,0,0,True,13.01,19 Okt 2017,androidApp
5400979,jual-flash-drives,Hanifah R.,5,Tanpa Judul,harganya saat itu lagi diskon terus juga ori. pengiriman cepat,0,0,True,24.51,11 Nov 2016,androidApp
5697359,jual-flash-drives,Tri P.,3,All hail lazada,"Sempet lama sih kemarin dilayaninnya hampir 2 hari,  Pertama liat kaget kerdusnya peyot peyot dan sempat khawatir juga kalau isinya bakal berabe, pas dibuka dan cek kondisi barang untungnya barang aman cuman packingan yang rusak, mungkin lain kali seller kasih perlindungan lebih untuk barang yang dikirim  Makasih lazada pelayanan cukup baik, lebih percaya belanja di sini",11,0,True,21.59,,desktop
5812155,jual-flash-drives,Lazada Guest,5,fleshdisk asli,barangnya bagus tidak mengecewakan barangnya cepat sampai terima kasih lazada pokoknya lazada yang terbaik,0,0,True,16.57,,desktop
5846445,jual-flash-drives,sunli,1,Cumi,Sering error,0,0,True,9.61,,mobile-app
5903150,jual-flash-drives,harun,4,Tanpa Judul,"trims lazada,paket sudah diterima...",0,0,True,19.1,06 Apr 2016,desktop
5903331,jual-flash-drives,Chandra Y.,3,Tanpa Judul,Tidak ada review,0,0,True,14.48,21 Feb 2016,androidApp
6137342,jual-flash-drives,ariestian,5,Tanpa Judul,Tidak ada review,0,0,True,16.01,25 Jun 2016,androidApp
6137693,jual-flash-drives,Mukti A.,5,Tanpa Judul,Flasdisk ok,0,0,True,26.16,02 Apr 2017,mobile
6137933,jual-flash-drives,Mawar W.,1,barang tidak sesuai dengan keterangan...,kapasitas 64 GB tidak sesuai dengan barang yang saya terima.. kapasitas flasdsik yang saya terima hanya 59 GB.. saya tidak merekomendasikan barang ini untuk dibeli krna tidak sesuai,0,0,True,27.0,13 Nov 2016,desktop
6137996,jual-flash-drives,Ahmad Y.,1,Tanpa Judul,Tidak ada review,0,0,True,17.01,19 Nov 2016,androidApp
6139054,jual-flash-drives,Lazada Guest,5,Value for money,so far so good  Enough Capacity and working good,0,0,True,9.31,,desktop
6234429,jual-flash-drives,Lazada Guest,5,.,"Sudah diterima beberapa hari yg lalu,, maaf baru review. Barang bagus sesuai gambar.",0,0,True,9.32,,mobile-app
6234656,jual-flash-drives,Lazada Guest,5,So nice,"Good quality of item ,,,fast delivery",0,0,True,9.4,,desktop
6234688,jual-flash-drives,avril,2,Tanpa Judul,jujur gak ya ..... jangan ngarep hrga murah kualitas ok,0,0,True,23.51,07 Jun 2016,androidApp
6234692,jual-flash-drives,Faisal,1,Kapok. Pengalaman jelek,"Barang jelek sekali. Harus nya 32GB, baru di isi sekitar 4 - 5 GB mulai jadi lambat, makin lama makin lambat.  Kalau di isi photo total dibawah 5GB masih ok, selebih nya error, tapi gak ada error notification, hanya waktu photo di buka, ""error opening"" Beli 5 unit, semua nya sama. Kapok.",0,0,True,16.93,,desktop
6347886,jual-flash-drives,setyo b.,5,salah beli,barang goooood,0,0,True,21.51,22 Jan 2017,androidApp
6348070,jual-flash-drives,Lazada Customer,1,Ga rekom,"barang datang dicoba langsung off,ga usah deh beli produk ini",0,0,True,20.51,23 Sep 2017,androidApp
6349632,jual-flash-drives,Thepaz,4,Tanpa Judul,barang bagus...semoga awet,0,0,True,20.5,13 Agu 2017,androidApp
6356203,jual-flash-drives,MANGGI M.,5,Tanpa Judul,Tidak ada review,0,0,True,13.0,18 Agu 2016,androidApp
6356207,jual-flash-drives,Aldani,3,Numpang tanya,Ini flashdisknya bisa buat apa aja kan,0,0,True,10.12,,mobile-app
6356223,jual-flash-drives,Daz E.,1,FlashDisk Rusak,Setelah kami terima flashdisk 64 GB yg datang je tempat kami cukup lama .dan setelah dicoba tidak bisa digunakan atau rusak,0,0,True,28.01,21 Nov 2017,mobile
6356373,jual-flash-drives,Lazada Guest,5,Value for money,"Satisfied with the product, the item was good.and so fast delivery",0,0,True,9.32,,desktop
6356457,jual-flash-drives,setyo b.,5,salah beli,barang goood,0,0,True,21.51,22 Jan 2017,androidApp
6356518,jual-flash-drives,Vieny M.,1,liat judulnya ini 64 MB bukan 64 Giga!,kecewa tapi saya ga bisa nyalahin selain diri sendiri.karena bali usb yg saya kira 64 giga ternyata 64 mb. diisi apaan? lagu2 aja ga muat. parah!!,0,0,True,27.0,19 Jan 2017,desktop
6357891,jual-flash-drives,RENI E.,5,Tanpa Judul,Tidak ada review,0,0,True,16.01,11 Okt 2016,androidApp
6357895,jual-flash-drives,Eko P.,1,Tanpa Judul,hanya bs digunakan sebentar. udh itu gak tau jd gak bs dipakek.  trus tdk bs menyimpan semua file. hanya file2 tertentu yg bs disave dan diibuka kembali. kenbanyakan tdk bisa dibuka.,0,0,True,28.01,23 Nov 2016,androidApp
6373520,jual-flash-drives,Safwan N.,1,Tanpa Judul,Masih jual 64mb,0,0,True,20.51,25 Agu 2016,androidApp
6526715,jual-flash-drives,anggra,4,flash memory stick,"Barang bagus, sesuai dengan yg di foto, suka :)",0,0,True,19.26,13 Jul 2016,mobile
6531129,jual-flash-drives,Lazada Customer,1,Tanpa Judul,Tidak ada review,0,0,True,16.01,25 Jun 2016,desktop
6532044,jual-flash-drives,Lazada Customer,2,Tanpa Judul,"kapasitas tidak sesuai, paling cuma bisa nyimpan 16 gigaan",0,0,True,26.51,25 Okt 2016,androidApp
6532061,jual-flash-drives,Endang A.,1,Tanpa Judul,Bad product,0,0,True,23.51,12 Okt 2018,androidApp
6534440,jual-flash-drives,Rizal K.,5,kualitas bagus dan bekerja dg baik,Tidak ada review,0,0,True,14.99,14 Des 2016,androidApp
6535051,jual-flash-drives,Edward G.,1,Tidak direkomendasi,"Barang ini palsu, karena aslinya muatannya hanya 8 gb.",0,0,True,20.51,07 Okt 2017,mobile
6608957,jual-flash-drives,Lazada Customer,5,Tanpa Judul,Tidak ada review,0,0,True,17.01,12 Okt 2016,androidApp
6661792,jual-flash-drives,Ahmad M.,5,Tanpa Judul,barang sesuai pesanan,0,0,True,23.51,29 Des 2017,androidApp
6730530,jual-flash-drives,arinto w.,1,Tanpa Judul,mending jangan,0,0,True,33.83,04 Nov 2016,desktop
6793410,jual-flash-drives,Atika A.,3,Tanpa Judul,Tidak ada review,0,0,True,13.01,20 Jun 2016,desktop
6832068,jual-flash-drives,Lazada Customer,5,Tanpa Judul,Tidak ada review,0,0,True,16.01,03 Okt 2017,androidApp
6952814,jual-flash-drives,NURUL F.,5,Tanpa Judul,Tidak ada review,0,0,True,14.01,11 Apr 2016,mobile-app
7035746,jual-flash-drives,Lazada Customer,5,Tanpa Judul,Tidak ada review,0,0,True,28.33,28 Jul 2019,androidApp
7043233,jual-flash-drives,Muhammad P.,5,Tanpa Judul,Tidak ada review,0,0,True,27.67,11 Nov 2016,androidApp
7058175,jual-flash-drives,Setiyono,5,Tanpa Judul,datang cepat paket hemat rekomeded,0,0,True,26.65,23 Mar 2017,desktop
7174801,jual-flash-drives,Lazada Customer,5,Tanpa Judul,Tidak ada review,0,0,True,30.0,17 Nov 2018,androidApp
7211417,jual-flash-drives,Dannial,5,Tanpa Judul,flshdisk ajaib. sering hilang tp selalu blik. 😂,0,0,True,22.49,02 Jul 2016,androidApp
7211439,jual-flash-drives,Lazada Guest,5,BAGUS,Barang sampe dengan selamat,0,0,True,9.32,,mobile-app
7254072,jual-flash-drives,seinul r.,1,tiba2 pesanan dibatalkan penjual...parah,penjual ini parah...pesanan saya dibatalkan sepihak...pengembalian dananya lama sekali...sy pesan 5buah cod ga ada masalah...ini sdh tidak bisa cod...dibatalkan...lama lg pengembalian uang saya...,0,0,True,27.32,21 Mar 2017,mobile-app
7504038,jual-flash-drives,Lazada Guest,5,Tanpa Judul,"Barang asli, ada hologramnya. Packing bagus. Fast respons. Recommended seller.",0,0,True,9.12,,mobile
7557646,jual-flash-drives,Mengulas s.,3,Tanpa Judul,"saya sangat puas, barang juga oke ...  makasih lazada",0,0,True,9.5,,desktop
7600632,jual-flash-drives,Jacqueline S.,5,Tanpa Judul,Tidak ada review,0,0,True,19.15,05 Nov 2016,desktop
7630798,jual-flash-drives,Trinie,4,Tanpa Judul,Tidak ada review,0,0,True,14.0,21 Sep 2017,desktop
7645501,jual-flash-drives,Pingkan,5,thanks,thank youuu,0,0,True,19.45,06 Okt 2016,desktop
7646065,jual-flash-drives,Muhammad I.,4,Tanpa Judul,Tidak ada review,0,0,True,14.01,31 Mei 2016,androidApp
7650705,jual-flash-drives,Lazada Guest,4,Tanpa Judul,Mantaapp sesuaii,0,0,True,9.44,,mobile
7665363,jual-flash-drives,Bagus,5,Tanpa Judul,"barang bagus, sesuai dengan gambar dan deskripsi produk",1,0,True,33.01,30 Agu 2017,desktop
7680369,jual-flash-drives,Ami D.,3,Tanpa Judul,Tidak ada review,0,0,True,16.01,07 Jun 2016,androidApp
7680370,jual-flash-drives,M A.,5,mantap,"pake gojek langsung nyampe... sudah dicoba, di dalamnya ada aplikasi sandisk untuk mengamankan file gitu.. ngopy file juga cepat, jadi yakin ini ori.. dapat stiker NO SMOKING juga, mantap..",0,0,True,29.01,03 Mar 2018,androidApp
7680387,jual-flash-drives,Novela,5,Terima kasih,"Barang sudah diterima, kondisi OK sesuai dengan pesanan..  thanks..",0,0,True,19.25,09 Jul 2016,mobile-app
7680390,jual-flash-drives,yulius h.,5,Tanpa Judul,Tidak ada review,0,0,True,14.01,12 Des 2017,iosApp
7680392,jual-flash-drives,Budi S.,4,Flasdisk 16G,Barang bisa digunakan dan dalam kondisi ok.,0,0,True,20.51,18 Des 2017,desktop
7681262,jual-flash-drives,Lazada Guest,4,thanks lazada..,Barang nya sudah sampai...lumayan sih.. Thanks lazada,0,0,True,13.16,,mobile
7719731,jual-flash-drives,solihin a.,5,Tanpa Judul,Tidak ada review,0,0,True,17.01,14 Nov 2017,androidApp
7720741,jual-flash-drives,warnet a.,1,Pengiriman Telat,Udah 2 minggu pesan tapi blm sampe2 jg..... Telat banget,0,0,True,19.6,29 Des 2016,mobile-app
7720901,jual-flash-drives,Salsabila K.,1,NIPU!,Yg dikirim malah newblack touch screen for samsung!,0,0,True,20.51,10 Des 2017,mobile
7721037,jual-flash-drives,Bagus D.,5,Tanpa Judul,barang bagus ... berfungsi baik ... terimakasih ..,0,0,True,31.51,28 Jun 2019,androidApp
7721227,jual-flash-drives,Achmad H.,5,Tanpa Judul,Tidak ada review,0,0,True,12.63,09 Apr 2017,androidApp
7722126,jual-flash-drives,Farindarti G.,3,Tanpa Judul,Tidak ada review,0,0,True,13.83,09 Agu 2016,androidApp
7729426,jual-flash-drives,Theodorus F.,5,Lima Bintang,"pesanan sudah sampai, terimakasih banyak ..",0,0,True,19.5,25 Jan 2017,mobile-app
7729429,jual-flash-drives,Yogi H.,1,Jasa Lex Sangat mengecewakan.,"Barang belum di terima, tapi ada notifikasi barang sudah diterima. coba cek dulu baik2 sebelum send notifikasi. Dulu pesan tas anak merk onlan, jasa pengiriman lewat LEX, alhasil barang di send balik ke pusat, alasan katanya kantor gak ditemukan ( Buset, Hotel Besar di Pusat Kota Makassar Gak ketemu). sekarang pesan FD,jasa pengiriman LEX, barang belum di terima, tapi ada notifikasi sudah diterima. hadehhhh....",0,0,True,27.0,03 Des 2016,mobile-app
7729447,jual-flash-drives,Lazada Guest,5,Value for money,"Nice ,,I like",0,0,True,9.32,,desktop
7729511,jual-flash-drives,MuhamadEvan,2,Tanya,Ini asli 32 GB gan?,0,0,True,10.51,,androidApp
7729533,jual-flash-drives,fajar a.,1,Tanpa Judul,Tidak ada review,0,0,True,17.01,26 Des 2016,androidApp
7729612,jual-flash-drives,Sulviyanto,5,Tanpa Judul,bagus,0,0,True,13.0,04 Mei 2017,androidApp
7729654,jual-flash-drives,Lazada Guest,5,GOOD,"Nice design , Engough 256MB,,,just what I want .",0,0,True,9.31,,desktop
7729674,jual-flash-drives,Kakaroto 1.,3,Tanpa Judul,Tidak ada review,0,0,True,12.0,07 Des 2016,desktop
7729980,jual-flash-drives,Lazada Customer,3,Tanpa Judul,Tidak ada review,0,0,True,19.58,20 Jan 2017,androidApp
7730975,jual-flash-drives,iwan s.,5,Tanpa Judul,Tidak ada review,0,0,True,18.01,09 Jan 2017,androidApp
7731271,jual-flash-drives,david,1,Tanpa Judul,Saya ingin membatalkan pesanan produk ini.,0,0,True,26.65,27 Mar 2017,androidApp
7731331,jual-flash-drives,Lazada Guest,5,Bagus!!!!,Brg sdh dtrima on time. Lbh baik dr pd yg kabel krn lbh praktis. Thx lazada...,0,0,True,9.5,,mobile
7753712,jual-flash-drives,nurhidayat,2,Lumayan,Murah meriah,0,0,True,19.5,22 Des 2016,mobile-app
7753820,jual-flash-drives,Ammank,3,Tanpa Judul,"murah, tpi kuningannya sering lepas...lemnya kurang kuat",0,0,True,24.51,11 Jan 2018,androidApp
7753841,jual-flash-drives,Lazada Customer,2,Tanpa Judul,Tidak ada review,0,0,True,14.01,12 Des 2016,androidApp
7759290,jual-flash-drives,Farhan S.,5,Tanpa Judul,Tidak ada review,0,0,True,18.01,14 Feb 2019,androidApp
7761419,jual-flash-drives,Abdul K.,5,Tanpa Judul,Tidak ada review,0,0,True,18.01,20 Sep 2016,androidApp
7761567,jual-flash-drives,Lazada Customer,5,Tanpa Judul,Tidak ada review,0,0,True,14.01,19 Sep 2016,androidApp
7764509,jual-flash-drives,Tria A.,1,Tanpa Judul,jelek.. ilang2 terus data dibuatnya,0,0,True,20.51,03 Mei 2017,androidApp
7764881,jual-flash-drives,Ilham H.,4,Empat Bintang,Tidak ada review,0,0,True,12.08,12 Des 2016,mobile-app
7764991,jual-flash-drives,Lazada Customer,3,Tanpa Judul,Tidak ada review,0,0,True,14.99,11 Sep 2018,androidApp
7765230,jual-flash-drives,Lazada Customer,2,Tanpa Judul,Tidak ada review,0,0,True,14.01,12 Des 2016,androidApp
7765304,jual-flash-drives,elenda,1,Lama udh seminggu lebih kga nyampe,"Kecewa berat pokoknya, buat lu pada yg mau beli pikir² dulu aja, gua saranin sih kga ush dibeli Respon lama, tadinya mau buqt kado malah jadi kga ngado.... Salernya kebanyakan mecin",2,0,True,20.89,,mobile-app
7832138,jual-flash-drives,Lazada Guest,5,Gak sesuai,Difoto ada penutup fd nya. Aslinya tdk adaaa !,0,0,True,9.37,,mobile-app
7832212,jual-flash-drives,Lazada Customer,5,Tanpa Judul,Tidak ada review,0,0,True,19.58,13 Mei 2018,androidApp
7832248,jual-flash-drives,Rizky K.,5,Barang ok,Kecil dan sangat unik dan mini. Sesuai dengan harapan,0,0,True,19.5,20 Nov 2016,mobile-app
7832603,jual-flash-drives,Lazada Guest,5,I like it,Very good item ..Delivery faster than I expected.,0,0,True,9.24,,desktop
7832663,jual-flash-drives,ariyanti,5,sangat bagus,Tidak ada review,0,0,True,14.99,09 Agu 2016,desktop
7832959,jual-flash-drives,Lazada Customer,5,Tanpa Judul,Tidak ada review,0,0,True,30.0,10 Feb 2017,androidApp
7832963,jual-flash-drives,Lazada Guest,5,"Satisfied,",Its ok its good for me. thanks lazada Working well and delivery very fast,0,0,True,9.28,,desktop
7849076,jual-flash-drives,Sella H.,5,Bagus,"Sesuai gambar, harga terjangkau",0,0,True,19.49,29 Jun 2016,mobile-app
7926256,jual-flash-drives,Indra C.,1,Pesanan Dibatalkan,"Ditulis Hanya 1 unit yang tersisa, ketika dipesan, 4 hari baru ada pemberitahuan pembatalan pesanan dari pihak lazada.",0,0,True,28.01,30 Okt 2017,desktop
8023050,jual-flash-drives,Bagus K.,5,Tanpa Judul,Tidak ada review,0,0,True,16.01,06 Okt 2018,androidApp
8056625,jual-flash-drives,Alfian,1,Produk,Udh hampir 2 minggu barang tak kunjung datang,1,0,True,23.98,14 Feb 2018,androidApp
8121606,jual-flash-drives,Novie A.,5,Tanpa Judul,Tidak ada review,0,0,True,17.0,08 Nov 2016,androidApp
8225838,jual-flash-drives,Lazada Guest,5,Lama pengiriman,Sudah 2 minggu blm terima barangny...terus transfer dengn jumlah uang pembayaran 2pcs....tp d keterangan jumlhny cuma 1pcs,0,0,True,16.85,,mobile-app
8225854,jual-flash-drives,Lazada Customer,5,Tanpa Judul,Tidak ada review,0,0,True,14.01,11 Nov 2016,androidApp
8225866,jual-flash-drives,murda,5,great,Produk sudah sampai sesuai estimasi. produk sesuai dengan gambar dan deskripsi. Makasih lazada,1,0,True,21.82,05 Agu 2016,mobile-app
8225899,jual-flash-drives,heru s.,5,Tanpa Judul,"barang sangat bagus n sangat simpel... saya suka banget, recoment... g usa mikir lg untuk beli, ini aja ma niatan beli lagi but cadangan....",0,0,True,29.99,13 Agu 2016,androidApp
8225906,jual-flash-drives,Yannis G.,5,Tanpa Judul,Tidak ada review,0,0,True,14.01,13 Sep 2016,desktop
8225907,jual-flash-drives,Royke S.,3,Tanpa Judul,Tidak ada review,0,0,True,14.99,11 Agu 2016,androidApp
8513519,jual-flash-drives,christmas w.,5,Tanpa Judul,Tidak ada review,0,0,True,14.99,11 Agu 2016,androidApp
8522881,jual-flash-drives,Mirzal D.,1,Salah Kirim,"Saya pesen barang ini dengan nomor pesanan #3493221742 , yang nyampe malah ukuran 16GB.  Mohon dapat diproses lagi untuk penggantiannya.",0,0,True,27.0,08 Feb 2017,desktop
8568245,jual-flash-drives,Ignatius A.,5,Tanpa Judul,Tidak ada review,0,0,True,12.96,07 Sep 2017,desktop
8620261,jual-flash-drives,Eben D.,5,Tanpa Judul,Tidak ada review,0,0,True,13.01,23 Nov 2017,androidApp
8718010,jual-flash-drives,Umi I.,4,Cepat sampai,"Barang sudah diterima,  Sesuai dengan gambar, barang bermanfaat  Saya jadi suka belanja online disini, lazada tetap jadi yang terbaik",0,0,True,17.66,,desktop
9146353,jual-flash-drives,Lazada Customer,5,Perfect,Barang cepat sampai dan packing sangat rapih,0,0,True,21.51,29 Sep 2017,androidApp
9146371,jual-flash-drives,Lazada Customer,5,Tanpa Judul,Tidak ada review,0,0,True,16.01,28 Sep 2016,androidApp
9146390,jual-flash-drives,Chalief Y.,5,Tanpa Judul,Produk sudah digunakan dan berfungsi sangat baik,0,0,True,20.51,13 Okt 2017,desktop
9299935,jual-flash-drives,Rifai A.,4,Kualitas Barang,Saya puas skali dengan barangnya....tapi Jne nya yg lama,0,0,True,19.5,22 Feb 2017,desktop
9468078,jual-flash-drives,Reno,1,Kecewa,Yang dipesan 128 Gb yang tiba 64 Gb... penipuan ini namanyA!!!,2,0,True,13.47,,mobile-app
9973399,jual-flash-drives,Rio N.,2,Gagal di kirim,"Uang udh 10 hri blm di kembalikan, proses lama kaya keong",0,0,True,10.01,,mobile-app
10314794,jual-flash-drives,Rio S.,2,Pengiriman lama,"produk bagus dan original, namun pengiriman lama benget kurang lebih 1 bulan, baru sampai",1,0,True,22.0,02 Jan 2017,desktop
11112670,jual-flash-drives,Ritawati K.,5,Tanpa Judul,Tidak ada review,0,0,True,14.97,13 Mar 2017,androidApp
11166711,jual-flash-drives,Dedeng S.,4,Tanpa Judul,Tidak ada review,0,0,True,14.01,11 Des 2017,desktop
11167030,jual-flash-drives,Almaidah D.,4,Review,"Barangnya cepet sampe, 2hari lgsg nyampe rumah. Bagus jugaa brgnya, cuma buka penutup flashdisk agak susah&agak susah untuk dicabut dari laptop",0,0,True,27.1,02 Jan 2017,mobile-app
11167031,jual-flash-drives,syara w.,5,Good,"Sudah dipakai selama berbulan2 ga ada masalah dan lancar2 aja, sengaja kasih rivew lama biar jadi bukti kalo barang disini memang bagus",0,0,True,28.0,27 Feb 2017,androidApp
11169281,jual-flash-drives,Lazada Customer,5,Tanpa Judul,Tidak ada review,0,0,True,16.01,04 Apr 2017,iosApp
11409620,jual-flash-drives,zaid,5,Tanpa Judul,Tidak ada review,0,0,True,14.01,24 Des 2016,androidApp
11495505,jual-flash-drives,imawan w.,4,Tanpa Judul,Tidak ada review,0,0,True,14.45,18 Nov 2016,androidApp
11515524,jual-flash-drives,Andree S.,1,kecewa,"kecewa lahh, seperti ufd palsu, padahal spesifikasi yang dilampirkan di web original. contoh cover pack warna hijau, sedangkan yang dikirim warna merah. file hasil copy nya selalu corrupt. katanya ""best seller"", tapi kualitas mengeccewakan. baru kali ini beli di lazada mengecewakan. SAYA MINTA DITUKAR BARANGNYA DENGAN YANG SESUAI DI SPESIFIKASI",13,0,True,31.64,11 Nov 2016,desktop
11549503,jual-flash-drives,Olly,5,Mantaaaabb...,Barang cepat sampai..  Sesuai pesanan.. Lazada memang ok!!,0,0,True,20.32,09 Mar 2017,mobile-app
11549886,jual-flash-drives,Annisa N.,4,Good,"Barang telah sampai dengan packing rapih dan aman, barang juga dalam keadaan baik .",0,0,True,19.88,11 Apr 2017,mobile-app
11701303,jual-flash-drives,Adhista A.,5,Tanpa Judul,Tidak ada review,0,0,True,15.64,13 Agu 2017,androidApp
11702693,jual-flash-drives,lianawati,5,Tanpa Judul,"barang sesuai pesanan, pengiriman cepat n rapi, thanks",0,0,True,21.51,21 Jul 2017,desktop
11702818,jual-flash-drives,tiar,5,good,Tidak ada review,0,0,True,14.01,18 Jun 2017,androidApp
11989642,jual-flash-drives,shofianawati,5,Tanpa Judul,Tidak ada review,0,0,True,19.15,13 Jul 2019,androidApp
100027053,jual-flash-drives,I K.,5,Tanpa Judul,Tidak ada review,0,0,True,16.01,09 Jan 2018,androidApp
100030605,jual-flash-drives,Antonio G.,5,Tanpa Judul,"Flashdisk ori, Packing bagus. Saya suka.Thx",0,0,True,32.49,15 Sep 2018,androidApp
100034117,jual-flash-drives,Lazada Customer,2,Tanpa Judul,Tidak ada review,0,0,True,19.01,13 Jun 2019,androidApp
100047783,jual-flash-drives,ni P.,5,Tanpa Judul,Tidak ada review,0,0,True,17.01,27 Okt 2018,androidApp
100198730,jual-flash-drives,Fitra R.,2,Dua Bintang,Gambarnya tidak keliatan,0,0,True,9.5,,mobile-app
100551647,jual-flash-drives,LUTHFI A.,3,Tanpa Judul,Tidak ada review,0,0,True,13.88,26 Mar 2017,androidApp
101460895,jual-flash-drives,chotimah,5,Tanpa Judul,Tidak ada review,0,0,True,16.01,03 Apr 2017,androidApp
101479372,jual-flash-drives,Deden R.,5,Tanpa Judul,Tidak ada review,0,0,True,17.01,20 Des 2018,androidApp
101479375,jual-flash-drives,Muhammad R.,5,Tanpa Judul,Tidak ada review,0,0,True,17.01,21 Des 2018,androidApp
101535545,jual-flash-drives,devy s.,3,Bagus,Tidak ada review,0,0,True,2.65,,iosApp
101896826,jual-flash-drives,Lazada Customer,5,Tanpa Judul,Tidak ada review,0,0,True,14.01,23 Mar 2017,androidApp
102135800,jual-flash-drives,adiska R.,5,Tanpa Judul,baik berfungsi dengan baikkk,0,0,True,49.17,30 Agu 2019,androidApp
