rating,review,aspect_category,polarity,word_count,avg_word
5,bantu mudah cari obat obat respon cepat pesan puluh terima kasih,pelayanan,positif,10,8.0
1,pulang hapus aplikasi kecewa profesional di bagi chat customer terima kasih,pelayanan,negatif,10,7.909090909090909
2,konsultasi bayar pakai kali gagal terang dana kembali konsultasi coba malas tolong sistem bayar baik,sistem,negatif,15,9.4
5,bantu pergi rumah sakit antri dekat sekali aplikasi bantu praktis takut langsung konsultasi dokter kasi resep makas,anekdot/serbaneka,positif,16,8.352941176470589
1,ralat kembali bayar aplikasi bantu,sistem,negatif,5,9.2
1,jujur puas nasihat nasihat jelas dokter sayang konsultasi aplikasi puluh menit otomatis henti,pelayanan,negatif,13,9.23076923076923
5,bantu obat cari beberapa apotek kosong lengkap pakai gampang thanks,pelayanan,positif,10,8.9
5,aplikasi bantu sehat produk sehat aplikasi konsultasi sakit beli obat obat produk sehat aplikasi pilih langsung konek akun gojek terima kasih layan sukses,anekdot/serbaneka,positif,22,8.782608695652174
1,tolong evaluasi respon email chat transaksi kali beli gopay kurir antar kecewa kembali dana,pelayanan,negatif,13,8.071428571428571
5,aplikasi bagus cuma saran adakan opsi bayar gerai kaya alfamart indomart bantu remaja orang orang tidak milik gopay debit,anekdot/serbaneka,positif,18,7.894736842105262
5,bagus aplikasi ketemu di mana respon dokter cepat bagus tahan bantu,anekdot/serbaneka,positif,10,7.8181818181818175
5,aplikasi nomor ribet bantu keliling apotek obat obat jarang sedia apotik konsultasi dokter mudah layan ramah,pelayanan,positif,16,8.5625
5,bantu aplikas khawatir dadak malam butuh obat bantu,pelayanan,positif,8,8.625
5,sangan bantu isoman beli obat cegah tular virus orang,pelayanan,positif,9,8.444444444444445
5,kakak kakak daftar masuk email nomor telepon masuk nunggu,sistem,negatif,9,7.666666666666668
5,bantu orang malas rumah nunggu antre dokter layan cepat resep akurat,pelayanan,positif,11,7.909090909090909
5,kali coba bantu pandemi covid rumah diagnosis beli obat,pelayanan,positif,9,7.5555555555555545
5,mudah antre rumah sakit konsultasi aplikasi obat antar rumah bantu,pelayanan,positif,10,8.7
5,bagus bantu pandemi dokter spesialis juara juara moga tahan bagus,pelayanan,positif,10,8.7
5,admin suntik vaksin dosis tanggal sembilan tanggal sebelas teman sms suntik vaksin dosis admin mohon pencerahanya,anekdot/serbaneka,positif,16,8.125
5,konsultasi pertanyan pertanyan antisipasi rumah bantu terima kasih sedia aplikasi,pelayanan,positif,10,10.1
5,bantu aplikasi kemarin cari resep dokter muter muter apotek dekat ketemu aplikasi bantu capek capek muter muter,pelayanan,positif,17,8.117647058823529
3,umur enam belas uang konsultasi dokter konsultasi bayar solosi pertanyan it tolong,anekdot/serbaneka,positif,12,7.916666666666668
5,aplikasi bagus chat psikiatris mudah daring dokter ramah hakim erti adan terima kasih,pelayanan,positif,13,8.461538461538463
5,terima kasih manfaat aplikasi konsultasi dokter mudah,anekdot/serbaneka,positif,6,8.857142857142858
5,bagus vaksin kendala efek samping tertawa timbul ngantuk vaksin,anekdot/serbaneka,positif,9,8.333333333333334
5,cepat kirim kilat harga obat obat beda apotek langsung bangga,pelayanan,positif,10,8.6
1,aplikasi jelek kali pesan apotek obat suruh batal batal masalah telepon customer service batalin jam batalin batal saldo kerja,pelayanan,negatif,18,8.263157894736842
5,bagus konsultasi dokter rumah sakit khawatir kena covid murah harga konsultasi,harga,positif,11,8.181818181818182
3,layan cepat aneh bayar pakai kartu kredit kartu sedia available,sistem,negatif,10,8.8
2,aplikasi lambat coba uninstal telepon genggam aplikasi berat telepon genggam jalan,sistem,negatif,9,8.181818181818182
5,dokter hebat hebat fokus keluh derita terima kasih,pelayanan,positif,8,7.625
5,kali efektif murah,harga,positif,3,7.333333333333332
5,bagus bantu dokter dokter bagus layan sehat agam,pelayanan,positif,8,8.625
5,respon keluh team customer service respon update respon team customer service cepat,pelayanan,positif,10,7.833333333333332
5,bantu konsultasi dokter langsung repot rumah sakit faskes terima kasih,pelayanan,positif,10,8.4
1,telpon agen nomor rekening,anekdot/serbaneka,positif,4,8.25
1,bintang kode voucher vaksinasi kasih bintang semingu,pelayanan,negatif,7,8.571428571428571
5,bagus dokter responsif lumayan bagus ajak diskusi logis analisis gugup gugup dokter ketemu senang,pelayanan,positif,14,8.142857142857142
5,bagus antre sakit chat langsung dibales obat antar terima kasih,pelayanan,positif,10,7.6
5,puas konsultasi di sini pandemi dokter ramah,pelayanan,positif,6,7.142857142857142
4,muas balas cepat pilih dokter resep obat mahal moga cocok,harga,positif,10,8.2
3,selamat sore admin aplikasi bekerjasama medicilin mohon admin terima kasih,anekdot/serbaneka,positif,10,8.5
5,bantu darurat langsung tindak lanjut dokter ramah terima kasih,anekdot/serbaneka,positif,8,8.555555555555555
4,konsultasi putri farisa konsultasi selesai resep obat terima kasih,pelayanan,positif,9,8.444444444444445
5,suka menu konsultasi dokter mudah cari informasi sehat tubuh,pelayanan,positif,9,9.111111111111109
4,aplikasi bantu dokter ramah ramah profesional sukses,pelayanan,positif,7,9.0
5,bantu posisi di luar kota kondisi badan fit susah cari dokter butuh obat sesuai dosis bantu aplikasi terimakasih,anekdot/serbaneka,positif,17,7.5
5,bantu bantu dokter konsultasi di sini,pelayanan,positif,5,8.0
5,kali coba gomed cepat respon kirim tingkat,pelayanan,positif,7,8.285714285714286
5,bagus konsultasi psikologi,anekdot/serbaneka,positif,3,10.0
5,dokter bagus jelas detail saran saran obat resep bagus,pelayanan,positif,9,7.666666666666668
5,layan konsultasi bagus puas terima kasih dokter iman terima kasih,pelayanan,positif,8,7.6
5,bantu aplikasi lelah rumah bantu tertawa aplikasi bagus,anekdot/serbaneka,positif,8,8.625
1,tangap lambat etik keluh dokter chat masuk pakai pangilan suara suara baik pakai bayar gratis,pelayanan,negatif,15,8.533333333333333
5,cangih obat di mana keren cobain gratis bayar,anekdot/serbaneka,positif,7,6.875
5,kendala boking tes swab antigen klinik tutup operasial di mana boking tes swab antigen tim cepat respon telpon konfirmasi kembali dana masuk kordinasi klinik rumah sakit rekan tingkat sisa bagus terima kasih,pelayanan,positif,29,7.8125
5,kali pakai langsung rasa puas moga layan konsisten prima tambah kepercayan thanks,anekdot/serbaneka,positif,12,8.75
4,layan oke tertawa bayar mengunanakan debit kartu kendala opsi bayar,pelayanan,positif,10,9.2
1,dengar aplikasi bagus instal masuk aplikasi ngerespon,sistem,negatif,7,8.714285714285714
5,lumayan lengkap layan cepat aplikasi mudah bantu,sistem,positif,7,9.0
5,terima kasih kasih silfia mandasari respon cepat arah resep,pelayanan,positif,8,7.666666666666668
5,bagus respon cepat akurat sukses,pelayanan,positif,5,7.6
5,mudah tertawa rumah sakit obat,pelayanan,positif,5,8.2
5,layan dokter ramah cepat balas kali kes,pelayanan,positif,7,8.0
5,bantu situasi dan kondisi sukses,anekdot/serbaneka,positif,3,7.4
1,pesan obat bayar batal bayar obat ratus ribu,pelayanan,negatif,8,7.75
1,kembali dana uang telepon customer layan,pelayanan,negatif,5,9.0
1,kali konsultasi bagus kali konsultasi layan parah respon chat luama wktu puluh menit habis saran klinik langsung curah hati kucing konsultasi cari solusi kucing aneh aneh bahasa sopan mangil saudara tolong seleksi rekrut dokter jelek layan jelek,pelayanan,negatif,36,8.108108108108109
4,customer service alami kendala telpon chat tim tolong,anekdot/serbaneka,positif,7,8.25
2,selesai bayar sukses potong saldo dokter sibuk kembali dana butuh belas hitung belas masuk konfirmasi bank kait aduh otomatis dana kembali masuk rekening konfirmasi bank ribet tolong mudah kembali dana orang rumah bank,sistem,negatif,32,8.545454545454545
5,sederhana aplikasi butuh medis pesan mudah cepat,anekdot/serbaneka,positif,7,8.571428571428571
1,memgecewakan kali daftar vaksin sembilan belas lanjut usia tolak alas mesti pakai ktp suket domisili benar vaksinasi sembilan belas suket domisili nama vaksin gratis warga negara indonesia moga ulas hapus admin,pelayanan,negatif,30,8.129032258064516
5,terima kasih gojek vaksinasi prambanan bagus layan suntik,pelayanan,positif,8,9.125
5,profesional bantu,anekdot/serbaneka,positif,2,11.5
5,bagus konsultasi dokter tatap muka,pelayanan,positif,5,8.0
5,kali konsultasi puas dokter bantu,pelayanan,positif,5,8.4
5,manfaat cepat respon jempol,anekdot/serbaneka,positif,4,9.25
4,bantu konsultasi informasi kait sehat,pelayanan,positif,5,10.6
5,dokter anak cepat respon aplikasi bantu kondisi,pelayanan,positif,7,8.285714285714286
5,aplikasi bantu darurat tengkyu tungu promo tarik,pelayanan,positif,7,9.0
5,bagus mudah konsultasi dokter spesialis,pelayanan,positif,5,10.0
5,aplikasi dokter keluarga sahabat jangkau jarak aplikasi sakit curi panik pasti saldo gopay sederhana hub dokter info keluh bantu obat tungu obat kirim instant beli gojek sunguh terobos manfaat era pandemi jarak mendekatkn dokter sukses,anekdot/serbaneka,positif,35,8.571428571428571
1,dokter ngelewatin chat gitu terima aju saldo ambil uang ambil konsultasi tolong customer layan keluh rugi kecewa,pelayanan,negatif,17,8.705882352941176
2,kemarin kamis tanggal maret puluh puluh jam puluh wita telepon mengatasnamakan call servis dokter info fitur suruh aktivasi biaya paket bulan rp puluh sembilan nol auto debit bank info email aktif daftar percaya tuju informasi email email dana potong,anekdot/serbaneka,negatif,39,8.128205128205128
5,bantu konsultasi rumah kondisi covid,pelayanan,positif,5,9.0
1,parah vaksin lanjut usia dosis di sini parah nunggu jam tertawa antre heran vaksin lancar habis buruk kasi orgtua vaksin di sini lebih baik aplikasi belah,pelayanan,positif,22,6.807692307692308
4,dokter di sini luamayan alam fitur fitur bantu,pelayanan,positif,7,8.125
5,terimakasih bantu panik keluh,anekdot/serbaneka,positif,4,9.75
2,kali instal daftarin vaksin lanjut usia tangal tulis slot sedia isi data upload ktp gilir submit penuh tulis auto recheck sedia slot resubmit penuh banget baik,sistem,negatif,25,7.769230769230768
5,bantu beli obat kota,pelayanan,positif,4,8.25
5,bantu mudah pasien keluarga layan sehat,pelayanan,positif,6,10.333333333333334
5,konsultasi muas rekomendasi rumah kurang mobilitas moga dokter dokter sehat bantu layan keluh pasien butuh rekomendasi,pelayanan,positif,16,10.625
5,kasih bintang moga aplikasi layan,pelayanan,positif,5,9.0
5,bantu dokter bagus cepat respon,pelayanan,positif,5,8.0
5,puas layan lapang kait vaksin terima lancar cepat tugas ramah sabar penuh perhati terima kasih salam sehat,pelayanan,positif,16,8.058823529411764
4,tolong kasih chat docter bayar,pelayanan,negatif,5,8.2
5,konsultasi dokter hemat thanks,pelayanan,positif,4,9.75
5,baik situasi apa jam konsultasi,pelayanan,positif,5,8.6
5,senang langsung konsultasi dokter rumah,pelayanan,positif,5,10.2
1,janji sesuai jadwal sedia lab prodia mega galaxy sby sebelas maret jam sembilan pagi h prodia tutup heran jadwal sedia aplikasi orang kecele chat bantu slow respon tujuh jam solusi sms membatalkanatau mereschedul coba aplikasi aplikasi batal h laku jam jadwal konsultasi reshedule jam jadwal konsultasi ampun ampun,pelayanan,negatif,48,7.895833333333332
5,moga bantu pasien konsultasi rumah terima kasih,pelayanan,positif,7,8.571428571428571
5,pesan obat layan cepat respon langsung kirim darurat,pelayanan,positif,8,8.375
5,suka aplikasi bantu layan bagus kali case kirim barang kurang langsung kirim sok sukses tingkat layan,pelayanan,positif,16,8.875
5,tolong tolong kucing bantu,pelayanan,positif,4,10.25
5,dokter ramah layan bijaksna terima kasih,pelayanan,positif,6,8.333333333333334
5,terima kasih vaksin covid efek signifikan,anekdot/serbaneka,positif,6,8.0
5,bagus bantu urus sehat jam,pelayanan,positif,5,8.2
5,bagus pakai aplikasi cari obat harga jangkau,harga,positif,7,8.142857142857142
5,keren cepat respon konsultasi dokter kandung,pelayanan,positif,6,8.833333333333334
5,kasih bintang kasih puluh aplikasi baik beli butuh medis darurat rumah bagus masuk tertawa moga apotek aplikasi jarak pickup obat,pelayanan,positif,20,8.4
5,puas konsultasi dokter papua susah nebus obat tertawa nunjukin chat obat untung tanda tangan,pelayanan,negatif,14,7.642857142857142
2,niat instal aplikasi mudah beli obat kondisi sakit kos beli estimasi aplikasi cocok kondisi darurat beli obat orang sakit parah lanjur wasalam obat edit ulas aplikasi baik sistem,sistem,negatif,28,8.25
3,selamat siang salam telepon atas nama biaya claim aktif biaya bulan sebut nomor rek sistem potong puluh sembilan ribu mohon konfirmasi takut saldo tepotong terima kasih,anekdot/serbaneka,positif,26,8.346153846153848
5,bantu pandemi terimakasih,anekdot/serbaneka,positif,3,10.666666666666666
4,konsultasi dokter nyaman keluh foto langsung area sakit pertanyan dokter detail moga resep cocok atas keluh terima kasih dokter,pelayanan,positif,18,8.210526315789473
5,praktis bagus dokter keluh terima kasih,pelayanan,positif,5,7.666666666666668
5,terima kasih aplikasi percaya chat langsung dokter,pelayanan,positif,6,8.428571428571429
3,coba kaji vaksin mitra ojol sejati mitra pakai ojol cari rezeki gojek grab indriver maxim ntr wajib vaksin mitran repot batalin kerja vaksin biar mitra vaksin aparatur perintah,anekdot/serbaneka,negatif,28,7.5
5,dokter anak bayi usia anak rawat rumah sakit hasil rongsen idap sakit radang paru tolong dokter anak sembuh total sakit terimakasih,anekdot/serbaneka,positif,21,7.904761904761906
5,respon dokter terima kasih,pelayanan,positif,4,7.75
5,aplikasi guna terima kasih ada giat vaksin serentak prambanan sleman terima kasih perintah diy yogyakarta sponsor giat moga buat giat pahala limpah tuhan maha esa terima kasih baik regard beny,pelayanan,positif,30,8.733333333333333
2,posisi ambil obat rumah tunggu,pelayanan,negatif,5,8.8
1,janji buka jam dokter balas balas batal tulis aplikasi daring kecewa mendownload butuh guna donasi menu donasi pilih bayar saldo tunjuk layan banding aplikasi belah,pelayanan,negatif,25,9.12
1,klg periksa pacar hasil h periksa tanggal maret jam puluh drive thru mayor tanggal maret jam delapan hasil butuh hasil cepat layan pemeriksan covid halo turun periksa gratis,pelayanan,negatif,28,7.642857142857142
5,alam bagus konsultasi dokter pilih,pelayanan,positif,5,9.6
1,mohon maf kasih bintang jelek layan pesan vitamin tangal estimasi tangal proses tolong customer service telepon chat cek cek cek batal pesan beli pasar saldo tarik rekening tolong tingkat layan tolong kirim pesan,pelayanan,negatif,32,8.0
5,bantu terima kasih dokter aplikasi,pelayanan,positif,5,8.6
5,mudah konsultasi dokter temu langsung,pelayanan,positif,5,10.2
5,konsultasi keluh mudah ribet antre rumah sakit,pelayanan,positif,7,8.0
1,dokter gratis,pelayanan,negatif,2,8.0
5,tolong zaman covid takut rumah sakit konsultasi hewan peliharan konsultasi gigi tolong terima kasih,pelayanan,positif,14,8.571428571428571
5,jelas dokter lengkap ramah terima kasih,pelayanan,positif,5,8.166666666666666
5,baik andal,anekdot/serbaneka,positif,2,10.5
5,malam malam sakit binggung ke mana keluh obat langsung antar tertawa kendala kirim kadang driver kontak langsung tepo,pelayanan,negatif,17,8.222222222222221
5,daring pilih aman,pelayanan,positif,3,7.666666666666668
5,bantu transaksi biaya mudah,harga,negatif,4,9.5
5,cakap dokter arah bagus,pelayanan,positif,4,8.75
5,vaksin sembilan belas tanggal sembilan maret nol daftar vaksin kode kupon kirim urus terima kasih,anekdot/serbaneka,positif,15,7.666666666666668
5,bantu konsultasi langsung dokter,pelayanan,positif,4,10.0
5,bagus dokter susah mahal,harga,positif,4,7.25
2,bayar dokter sibuk chat ulang gubris nyapa bilang dokter sibuk gopay kpotong kembali dana mohon diprtimbngkan dokter gubris lapor sibuk sedang apa coba berani daftar risiko nerima permintan konsultasi pasien mana donk diemin gajls kembali dana fleksibel kali jam respon sesi bayar hak pasien jangn makan gaji buta chat puluh diam diam,pelayanan,negatif,50,7.8076923076923075
1,tangal delapan maret puluh puluh saldo anjung tunai mandiri ambil puluh sembilan nol program adakan kemarin telepon mengatasnamakan customer service rugi henti henti langanan,pelayanan,negatif,21,8.5
1,transaksi gagal saldo potong liat riwayat transaksi,sistem,negatif,7,9.0
2,layan proses cepat catat pasien status gejala covid dokter kasih himbauan asih pil tidur sesuai dosis perlu orsng sakit butuh istirahat,pelayanan,positif,21,8.0
4,beli obat layan dokter bagus ganguan ganti nomor nomor ganti pakai email riwayat transaksi hilang tertawa aplikasi,pelayanan,negatif,17,7.882352941176472
5,senang aplikasi cepat respon obat langsung antar resep layan jam dokter informatif terima kasih,pelayanan,positif,14,8.285714285714286
1,bayar luas gopay bca mandiri debit maksud ragu cobain aplikasi dokter langsung pandemi bayar di mana indomaret alfamart dan bagai kota akses gampang desa susah inti tingkat mohon,sistem,negatif,26,8.142857142857142
5,bantu lanjut usia biaya sehat batas,anekdot/serbaneka,positif,5,8.333333333333334
5,konsultasi dokter tertawa line mudah pilih dokter kisar biaya sesuai terima kasih,pelayanan,positif,12,9.0
4,aplikasi bantu kalang luas batas khusus milenial konsultasi tipis tipis saran muculkan saldo profile milik akun mudah isi saldo bagi bank aplikasi bayar bayar,sistem,positif,24,8.458333333333334
5,bantu pandemi,anekdot/serbaneka,positif,2,9.5
5,manfaat orang butuh bantu cepat,anekdot/serbaneka,positif,5,9.6
5,cangih langsung konsultasi dokter ahli rumah sakit respon cepat dokter bantu butuh layan sehat,pelayanan,positif,14,9.0
1,kali janji rapid tutup,anekdot/serbaneka,negatif,4,6.75
1,aplikasi ambil antri daring aplikasi terintegras dita hasil cek upaya lapor lapor lapor lapor sehat ribet expetasi benar tuju utama boh fair slogan customer klinik bolak hasil test sedang apa pakai daring,pelayanan,negatif,31,7.875
5,semenjak bantu konsultasi beli obat rumah antre rumah sakit apotek bagus diskon sesi konsultasi dokter makas mudah hidup moga promo sukses,pelayanan,positif,21,8.142857142857142
1,alami kesal daftar vaksinasi lanjut usia hubung lanjut usia janji tangal vaksinasi semingu batal,pelayanan,negatif,12,9.0
1,aplikasi jelek aktivasi loading terus klik,sistem,negatif,6,8.833333333333334
5,puas bagus ulas cocok ramah cocok obat,pelayanan,positif,7,6.857142857142858
5,terima kasih konsultasi bantu,pelayanan,positif,4,9.25
5,layan mudah obat keliling apotek lengkap solusi baik lengkap obat terima kasih,pelayanan,positif,12,8.916666666666666
5,bantu pesan obat darurat butuh enam sedih histori jalan paket obat kaya tunggu update terima kasih tim cepat merespon jelas,pelayanan,negatif,19,7.8
5,manfaat anak sakit malam rumah sakit tertawa chat dokter aplikasi beres pandemi bgini terima kasih bantu dokter terima kasih aplikasi,anekdot/serbaneka,positif,17,7.75
5,bagus cepat konsultasi terima kasih,pelayanan,positif,4,7.8
5,dokter kamar pisah pakai isolasi mandiri angota keluarga kena covid sembilan belas sembuh kamar steril pakai masuk kamar,anekdot/serbaneka,positif,18,8.555555555555555
3,baru aplikasi buka,sistem,negatif,3,10.0
5,aplikasi manfaat beli obat,pelayanan,positif,4,9.75
5,dokter bagus informasi tolong,pelayanan,positif,4,9.0
5,senang obat konsultasi doktet shanti tandayu internist ramah tele obat arah bagus isk baik terima kasih manfaat,pelayanan,positif,17,8.411764705882353
3,driver gojek kemarin pesan tuk vaksin covid bawa orang lanjut usia mendapatkn vaksin tnp bawa orang lanjut usia,anekdot/serbaneka,positif,16,7.166666666666668
5,aplikasi bantu di tengah pandemi covidsembilan belas rumah tingal memgunakan aplikasi terimakasih tingkat kualitas,anekdot/serbaneka,positif,13,9.5
5,janji dokter vaksin manula drive thru mudah terima kasih,pelayanan,positif,8,7.111111111111112
5,partisipasi penangulangan covid sembilan belas,anekdot/serbaneka,positif,5,11.0
5,bantu muas informasi layan,pelayanan,positif,4,10.75
5,kasih bintang kendala pembayay gopay selesai tim cepat bantu terima kasih tim,sistem,positif,11,8.0
5,untung aplikasi antre antre rumah sakit klinik obat obat rekomendasi manjur,pelayanan,positif,10,8.272727272727273
3,vaksin sertifikat vaksin admin,anekdot/serbaneka,positif,4,8.75
5,aplikasi bagus layan konsultasi cepat respon apotek cepat,pelayanan,positif,8,8.75
5,mesan obat fitur chat tolong alih fitur sms butuh pulsa alih fitur gojek fitur chat aplikasi konfirmasi driver pakai pulsa,sistem,negatif,20,7.85
5,waw dokter ramah diskusi bagus lancar salut sangka bagus jam obat tang,pelayanan,positif,12,7.25
1,asli parah aplikasi niat cepat urus rapid antigen kendala aplikasi sia sia harap harap berangkat kerja parah dana sekr ng kembali,pelayanan,negatif,21,8.238095238095237
5,kali aplikasi konsultasi dokter manfaat kondisi keluh salah diagnosis,pelayanan,positif,9,9.333333333333334
5,cepat hemat efesien janji vaksinasi covidsembilan belas lanjut usia aplikasi bantu tingal janji vaksinasi sukses amanah,pelayanan,positif,15,8.5625
5,terima kasih pandemi aman kesini konsultasi dokter senior langanan terima kasih,pelayanan,positif,11,8.272727272727273
4,bagus kadang obat sedia apotek dekat pesan daring moga ke depan,pelayanan,negatif,10,7.363636363636362
1,sumpah chat dokter pakai bayar enga aplikasi bantu orang susah konsultasi bayar kecuali beli obat periksa bagus chat bayar bantu kali,pelayanan,negatif,21,7.666666666666668
5,manfaat aplikasi,anekdot/serbaneka,positif,2,11.0
1,aplikasi jalan merespon sebal,sistem,negatif,4,10.0
5,konsultasi di sini muas pergi apotek ucap terima kasi aplikasi moga manfat,pelayanan,positif,11,7.916666666666668
5,bagus aplikasi respon dokter,pelayanan,positif,4,8.25
5,terimakasih bantu darurat long wekend terimakasih dokter stand beli wekend chat asik ramah informasi akurat,pelayanan,positif,15,8.4
5,informasi mudah jawab,pelayanan,positif,3,9.333333333333334
1,aplikasi bayar aplikasi bagus cobain liat download bagus download bayar langsung kecewa tolong dikembangin biar aplikasi bayar gratis aplikasi sblh kasih bintang fitur dokter gratis kasih bintang,anekdot/serbaneka,negatif,27,8.666666666666666
1,bantu apan ribet bayar ribet aplikasi guna sumpah ngehack aplikasi sumpah janji rapid sulit,pelayanan,negatif,14,8.214285714285714
5,guna efesien mes obat mana cari apotek sedia obat cinta this kembang,pelayanan,positif,12,8.5
5,bantu layan ramah bagus dokter,pelayanan,positif,5,8.6
5,puas dokter dokter ramah ramah diaknosa obat bagus cocok moga dokter sehat amin,pelayanan,positif,13,7.3076923076923075
5,kirim ramah sesuai s mes salut drivernya,pelayanan,positif,7,7.857142857142858
5,bantu masa pandemi konsultasi obat rumah serasa dokter pribadi,pelayanan,positif,9,8.555555555555555
2,asalamualaikum maf habis unduh aplikasi playstore buka aplikasi masuk aplikasi klik chat dokter lihat di situ pilih dokter chat konsultasi sehat benar konsultasi sehat dokter aplikasi bayar chat konsultasi dokter chat,anekdot/serbaneka,positif,30,8.451612903225808
5,solusi praktis biaya murah dokter responsif,harga,positif,6,8.333333333333334
1,daring sesi tunjuk konsultasi beli text vc buang buang uang bayar konsultasi,harga,negatif,12,7.583333333333332
1,uang terima status tes antigen konfirmasi konfirmasi nerima uang ngelayanin customer respon lancar lancar kali kecewa berat,pelayanan,negatif,17,8.647058823529411
5,aplikasi bantu keluarga beli obat obat vitamin tes pacar pandemi bagus,pelayanan,positif,11,8.181818181818182
1,aplikasi bagus scheduling dokter antre rumah sakit cuma layan kecewa hasil tes info sms selesai hasil tes hardcopy softcopy ambil tes media chat customer service respon lambat respon menit putus jalur komunikasi ulang merespon lambat customer service konfirmasi konfirmasi kait arti sla sisi responsif,pelayanan,negatif,41,8.204545454545455
5,dokter responsif nyaman konsultasi terima kasih,pelayanan,positif,5,8.666666666666666
5,bantu sulit rumah,anekdot/serbaneka,positif,3,8.0
5,keren aplikasi bantu darurat khusus terima kasih fen ramah konsultasi resep cocok,pelayanan,positif,12,8.083333333333334
1,iwan setiawan ribu enam puluh delapan ag salah driver gojek bandar lampung konfirmasi order apotek jesaya farma order ambil obat harap tunggu barang siap obat mesan sedia aplikasi gojek jalan mesan gojek barang driver tingal bawa barang jalan order dasar konfirmasi pelang apotek apl,anekdot/serbaneka,negatif,44,8.545454545454545
2,niat make aplikasi cepat rumah nyata apotek apotek bumn swasta diskitar kali fitur ngebuat pembeliatau driver milih apotek dekat pakai manual nahan sakit posisi kota,pelayanan,negatif,25,7.76
1,chat bayar lebih baik pakai bagus google gratis,pelayanan,negatif,7,7.125
5,aplikasi bantu metode bayar tambahin besar harga tingkat sukses terima kasih,pelayanan,negatif,11,9.454545454545457
5,bagus puas tugas ramah paham bidang milik kustomer layan ramah kustomer rasa puas upgrade bidang dokter update baru medicine informasi virus corona virus vaksin umur servis drivethru mudah aju sertifikat hasil harga jangkau,anekdot/serbaneka,positif,33,9.0
5,terima kasih membntu era pandemi ribet rumah sakit konsultasi diam rumah tingal chat dokter ramah responsif,pelayanan,positif,15,7.625
5,bantu pademi,anekdot/serbaneka,positif,2,9.0
3,bantu konsultasi sehat,pelayanan,positif,3,11.0
3,selamat malam mohon maf bayar konsultasi salah dokter aplikasi terima kasih,pelayanan,positif,10,8.0
5,cari obat gampang layan cepat,pelayanan,positif,5,8.4
5,dokter sabar akurat terima kasih dokter bosen ya dokter kali sehat,pelayanan,positif,10,7.272727272727272
5,aplikasi bantu anak anak keluarga sehat berangkat klinik langsung terima kasih,anekdot/serbaneka,positif,11,8.454545454545455
1,uang kembali dana juta batal pacar kirim tangal februari februari status proses,pelayanan,negatif,11,8.5
5,bantu musim pandemi,anekdot/serbaneka,negatif,3,8.666666666666666
5,bagus dokter ramah puas keluh kesah biaya murah di rumah mudah diksi resep kasi jelas detail bayar konsultasi diskon terima kasih,pelayanan,positif,19,7.7142857142857135
5,aplikasi bantu pandemi dokter dokter bagus obat obat efektif diskon konsultasi,anekdot/serbaneka,positif,11,8.636363636363637
5,bantu pandemi,anekdot/serbaneka,positif,2,9.5
5,bagus bantu keluarga tahun bagus hasiat obat obat kasih bagus bagus,pelayanan,positif,11,7.8181818181818175
5,aplikasi bantu harga konsultasi sahabat dokter ramah,pelayanan,positif,7,9.428571428571429
5,dokter ramah responsif cepat rekomendasi syukur repot repot rumah sakit obat langsung kirim,pelayanan,positif,13,9.0
5,bagus bantu respon dokter cepat rumah sakit tertawa konsultasi obat kirim rumah terima kasih,pelayanan,positif,12,7.7142857142857135
