review,sentiment
'kali' 'telepon' 'mengatas' 'nama' 'halodoc' 'aneh' 'penelpon' 'email' 'bilang' 'uang' 'juta' 'rupiah' 'aplikasi' 'halodoc' 'memprivasi' 'email' 'sehinga' 'mengambil' 'keuntungan' 'menipu' 'tolong' 'privasi' 'perketat',0
'keren' 'cepat' 'bagus' 'membantu' 'tertawa' 'rumah' 'cek' 'kesehatan' 'aman' 'dimasa' 'pandemik' 'covid' 'sembilan' 'belas',1
'membantu' 'jam' 'anak' 'sakit' 'konsultasi' 'dokter' 'terima' 'kasih' 'halodoc' 'adi' 'suryadinata' 'sp' 'a' 'membantu',1
'membantu' 'mempermudah' 'mencari' 'obat' 'obatan' 'respon' 'cepat' 'pesan' 'puluh' 'terima kasih',1
'pulang' 'hapus' 'aplikasi' 'halodoc' 'kecewa' 'profesional' 'di bagian' 'chat' 'customer' 'terima' 'kasih',0
'konsultasi' 'pembayaran' 'pakai' 'c' 'kali' 'gagal' 'walopun' 'keterangan' 'dana' 'dikembalikan' 'konsultasi' 'coba' 'malas' 'tolong' 'sistem' 'pembayaran' 'diperbaiki',0
'ngebantu' 'disat' 'pergi' 'rumah' 'sakit' 'antrian' 'dekat sekali' 'aplikasi' 'ngebantu' 'praktis' 'takut' 'langsung' 'konsultasi' 'dokter' 'dikasi' 'resep' 'makasi',1
'ralat' 'kembalikan' 'bayar' 'aplikasi' 'membantu',0
'jujur' 'puas' 'nasihat' 'nasihat' 'penjelasan' 'dokter' 'disayangkan' 'konsultasi' 'aplikasi' 'puluh' 'menit' 'otomatis' 'berhenti' 'berta',0
'membantu' 'obat' 'dicari' 'dibeberapa' 'apotek' 'kosong' 'lengkap' 'pemakaian' 'gampang' 'thanks',1
'aplikasi' 'membantu' 'kesehatan' 'produk' 'kesehatan' 'mengunakan' 'aplikasi' 'konsultasi' 'penyakit' 'beli' 'obat' 'obatan' 'produk' 'kesehatan' 'aplikasi' 'memilih' 'halodoc' 'langsung' 'konek' 'akun' 'gojek' 'terima kasih' 'pelayanan' 'sukses' 'halodoc',1
'tolong' 'iya' 'ditindaklanjuti' 'respon' 'email' 'chat' 'transaksi' 'kali' 'beli' 'gopay' 'kurir' 'mengantar' 'kecewa' 'pengembalian dana',0
'aplikasi' 'bagus' 'Cuma' 'saran' 'adakan' 'opsi' 'pembayaran' 'gerai' 'kaya' 'alfamartatau' 'indomart' 'ngebantu' 'remaja' 'orang' 'orang' 'gapu' 'gopayatau' 'catau' 'debitatau' 'et cetera',1
'oke' 'aplikasi' 'ketemu' 'di mana' 'respon' 'dokter' 'cepat' 'bagus' 'pertahankan' 'membantu',1
'aplikasi' 'nomor' 'ribet' 'membantu' 'keliling' 'apotek' 'obat' 'obat' 'jarang' 'tersedia' 'diapotik' 'konsultasi' 'dokter' 'mudah' 'pelayanan' 'ramah',1
'membantu' 'aplikas' 'khawatir' 'mendadak' 'malam' 'butuh' 'obat' 'halodoc' 'membantu',1
'sangan' 'membantu' 'sat' 'isoman' 'membeli' 'obat' 'sehinga' 'mencegah' 'penularan' 'virus' 'orang',1
'halo' 'kakak' 'kakak' 'daftar' 'iya' 'masukan' 'email' 'nomor' 'telepon' 'masuk' 'nungu' 'iya',1
'membantu' 'orang' 'malas' 'rumah' 'aplgi' 'nungu' 'antre' 'dokter' 'pelayanan' 'cepat' 'resep' 'akurat',1
'kali' 'coba' 'membantu' 'sat' 'pandemi' 'covid' 'rumah' 'diagnosis' 'beli' 'obat',1
'halodoc' 'memudahkan' 'antre' 'rumah' 'sakit' 'konsultasi' 'aplikasi' 'obat' 'diantar' 'rumah' 'so' 'helpful',1
'alhamdulilah' 'halodoc' 'membantu' 'sat' 'pandemic' 'dokter' 'spesialis' 'juara' 'juara' 'semoga' 'pertahankan' 'bagus' 'halodoc',1
'admin' 'suntik' 'vaksin' 'dosis' 'tanggal' 'sembilan' 'tanggal' 'sebelas' 'teman' 'sms' 'suntik' 'vaksin' 'dosis' 'admin' 'mohon' 'pencerahanya',1
'konsultasi' 'pertanyan' 'pertanyan' 'antisipasi' 'rumah' 'membantu' 'terima' 'kasih' 'sudh' 'menyediakam' 'apliksi',1
'terbantu' 'aplikasi' 'kemarin' 'cari' 'resep' 'dokter' 'muter' 'muter' 'apotek' 'terdekat' 'ketemu' 'aplikasi' 'terbantu' 'capek' 'capek' 'muter' 'muter',1
'umur' 'enam' 'belas' 'pu' 'uang' 'konsultasi' 'dokter' 'konsultasi' 'bayar' 'solosi' 'pertanyan' 'it' 'tolong',0
'aplikasi' 'bagus' 'chat' 'psikiatris' 'mudah' 'daring' 'dokter' 'ramah' 'menghakimi' 'mengerti' 'keadan' 'terima' 'kasih' 'halodoc',1
'terima kasih' 'bermanfat' 'aplikasi' 'konsultasi' 'dokter' 'mudah',1
'alhamdulilah' 'vaksin' 'i' 'kendala' 'efek' 'samping' 'tertawa' 'timbul' 'ngantuk' 'divaksin',1
'kecepatan' 'pengiriman' 'kilat' 'harga' 'obat' 'obatan' 'berbeda' 'apotek' 'langsung' 'over' 'al' 'i' 'proud' 'halodoc',1
'aplikasi' 'jelek' 'kali' 'pesan' 'apotek' 'obat' 'suruh' 'dibatalkan' 'dibatalkan' 'bermslh' 'telepon' 'customer service' 'batalin' 'tempered glass' 'jam' 'batalin' 'pas' 'btl' 'saldo' 'halo' 'doc' 'tempered glass' 'kerja',0
'bagus' 'konsultasi' 'dokter' 'rumah' 'sakit' 'khawatir' 'kena' 'covid' 'murah' 'harga' 'berkonsultasi',1
'pelayanan' 'cepat' 'aneh' 'pembayaran' 'memakai' 'kartu' 'kredit' 'kartu' 'tersedia' 'available',0
'aplikasi' 'ngelag' 'coba' 'uninstal' 'telepon genggam' 'aplikasi' 'berat' 'telepon genggam' 'jalan' 'halodoc',0
'dokter' 'hebat' 'hebat' 'fokus' 'keluhan' 'derita' 'terima' 'kasih' 'halodoc',1
'kali' 'mengunakan' 'halodoc' 'efektif' 'murah',1
'bagus' 'membantu' 'pu' 'luang' 'dokter' 'dokter' 'bagus' 'layanan' 'kesehatan' 'beragam',1
'respon' 'keluhan' 'team' 'customer service' 'sat' 'respon' 'update' 'respon' 'team' 'customer service' 'cepat',1
'membantu' 'konsultasi' 'dokter' 'langsung' 'repot' 'rumah' 'sakit' 'faskes' 'terima' 'kasih' 'halodoc',1
'menelpon' 'agen' 'helodoc' 'kerna' 'nomor' 'rekening',0
'bintang' 'kode' 'voucher' 'vaksinasi' 'kasih' 'bintang' 'semingu',0
'bagus' 'dokter' 'responsif' 'lumayan' 'enak' 'diajak' 'diskusi' 'logis' 'analisis' 'sat' 'deg' 'degan' 'dokter' 'dirs' 'ketemu' 'senang',1
'enak' 'antre' 'disat' 'sakit' 'chat' 'langsung' 'dibales' 'obat' 'diantar' 'terima' 'kasih' 'holodoc',1
'puas' 'konsultasi' 'di sini' 'sat' 'pandemi' 'dokter' 'ramah',1
'memuaskan' 'balas' 'cepat' 'pilihan' 'dokter' 'meresepkan' 'obat' 'mahal' 'semoga' 'cocok',1
'selamat' 'sore' 'admin' 'aplikasi' 'halodoc' 'bekerjasama' 'medicilin' 'mohon' 'admin' 'terima' 'kasih',0
'membantu' 'sat' 'urgent' 'langsung' 'tindakan' 'selanjut' 'dokter' 'ramah' 'terima kasih' 'halodoc',1
'konsultasi' 'putri' 'farisa' 'sp' 'konsultasi' 'selesai' 'resep' 'obat' 'terima' 'kasih',1
'suka' 'menu' 'konsultasi' 'dokter' 'memudahkan' 'mencari' 'informasi' 'tempered glass' 'kesehatan' 'tubuh',1
'aplikasi' 'membantu' 'dokter' 'ramah' 'ramah' 'profesional' 'sukses' 'halodoc',1
'membantu' 'posisi' 'di luar' 'kota' 'kondisi' 'badan' 'fit' 'susah' 'cari' 'dokter' 'butuh' 'obat' 'sesuai' 'dosis' 'terbantu' 'aplikasi' 'super' 'terima kasih' 'to' 'halodoc',1
'membatu' 'terbantu' 'sat' 'dokter' 'konsultasi' 'di sini',1
'kali' 'coba' 'gomed' 'cepat' 'respon' 'pengiriman' 'tingkatkan',1
'alhamdulilah' 'konsultasi' 'psikologi' 'halodoc',1
'dokter' 'bagus' 'penjelasan' 'detail' 'saran' 'saran' 'pas' 'obat' 'diresepkan' 'oke',1
'pelayanan' 'konsultasi' 'iya' 'enak' 'puas' 'terima kasih' 'dokter' 'iman' 'terima kasih' 'halodoc',1
'membantu' 'aplikasi' 'disat' 'lelah' 'rumah' 'dibantu' 'tertawa' 'aplikasi' 'wow',1
'tangapan' 'lambat' 'mengetik' 'keluhan' 'sokter' 'chat' 'masuk' 'pakai' 'pangilan' 'suara' 'suara' 'perbaiki' 'pemakaian' 'berbayar' 'gratis',0
'cangih' 'berobat' 'di mana' 'keren' 'pas' 'cobain' 'fre' 'skrng' 'bayar' 'ehehe',1
'kendala' 'boking' 'tes' 'swab' 'antigen' 'klinik' 'tutup' 'operasial' 'di mana' 'boking' 'tes' 'swab' 'antigen' 'tim' 'halodoc' 'cepat' 'respon' 'menelpon' 'konfirmasi' 'pengembalian dana' 'masukan' 'kordinasi' 'klinik' 'rs' 'rekanan' 'ditingkatkan' 'sisa' 'bagus' 'terima' 'kasih',1
'kali' 'pakai' 'langsung' 'merasakan' 'puas' 'semoga' 'layanan' 'konsisten' 'prima' 'sehinga' 'menambah' 'kepercayan' 'thanks' 'iya' 'halodoc',1
'pelayanan' 'oke' 'tertawa' 'pembayaran' 'mengunanakan' 'debit' 'kartu' 'kendala' 'walopun' 'opsi' 'pembayaran',1
'dengar' 'sih' 'aplikasi' 'bagus' 'instal' 'eh' 'sat' 'masuk' 'aplikasi' 'ngak' 'ngerespon' 'sih',0
'lumayan' 'lengkap' 'pelayanan' 'cepat' 'aplikasi' 'mudah' 'membantu',1
'terima kasih' 'kasih' 'silfia' 'mandasari' 'sp' 'dv' 'respon' 'cepat' 'arahan' 'resep',1
'bagus' 'respon' 'cepat' 'akurat' 'sukses' 'halodoc',1
'kemudahan' 'tertawa' 'rumah' 'sakit' 'ter' 'obati',1
'pelayanan' 'dokter' 'ramah' 'cepat' 'balas' 'kali' 'terkesan',1
'terbantu' 'situasi dan kondisi' 'sukses' 'halodoc',1
'pesan' 'obat' 'dibayar' 'dibatalkan' 'bayar' 'obat' 'ratusan' 'ribu',0
'pengembalian dana' 'uang' 'telepon' 'customer' 'pelayanan',0
'kali' 'konsultasi' 'bagus' 'kali' 'konsultasi' 'drh' 'pelayanan' 'parah' 'blsin' 'chat' 'luama' 'wktu' 'puluh' 'menit' 'habis' 'menyarankan' 'klinik' 'drh' 'langsung' 'curahan hati' 'kucing' 'bla' 'bla' 'bla' 'konsultasi' 'drh' 'mencari' 'solusi' 'kucing' 'jwbn' 'mencla' 'mencle' 'bahasa' 'sopan' 'mangil' 'bpkatau' 'saudara' 'tlg' 'seleksi' 'rekrut' 'dokter' 'jelek' 'pelayanan' 'kuapok' 'deh',0
'customer service' 'halodoc' 'mengalami' 'kendala' 'sehinga' 'be' 'menelponatau' 'chat' 'tim' 'help' 'halodoc',1
'sat' 'selesai' 'pembayaran' 'sukses' 'terpotong' 'saldo' 'eh' 'dokter' 'sibuk' 'pengembalian' 'dana' 'butuh' 'hinga' 'belas' 'terhitung' 'belas' 'masuk' 'konfirmasi' 'bank' 'terkait' 'aduh' 'otomatis' 'dana' 'dikembalikan' 'masuk' 'rekening' 'konfirmasi' 'bank' 'ribet' 'tolong' 'permudah' 'pengembalian dana' 'orang' 'rumah' 'bank',0
'sederhana' 'aplikasi' 'kebutuhan' 'medis' 'pesan' 'mudah' 'cepat',1
'memgecewakan' 'kali' 'daftar' 'vaksin' 'csembilan' 'belas' 'lanjut usia' 'ditolak' 'alasan' 'mesti' 'pakai' 'ktp' 'suket' 'domisili' 'sebenar' 'vaksinasi' 'csembilan' 'belas' 'mengunakan' 'suket' 'domisili' 'nama' 'vaksin' 'gratis' 'iya' 'warga' 'negara' 'indonesia' 'semoga' 'ulasan' 'dihapus' 'admin' 'halodoc',0
'terima' 'kasih' 'gojek' 'vaksinasi' 'prambanan' 'bagus' 'pelayanan' 'le' 'nyuntik' 'blas' 'ra' 'loro',1
'halodoc' 'profesional' 'halodoc' 'terbantu',1
'alhamdulilah' 'konsultasi' 'dokter' 'tatap' 'muka',1
'kali' 'konsultasi' 'puas' 'dokter' 'membantu',1
'halodoc' 'bermanfat' 'cepat' 'respon' 'jempolan' 'halodoc',1
'temanhidupsehat' 'membantu' 'konsultasi' 'informasi' 'terkait' 'kesehatan',1
'dokter' 'anak' 'cepat' 'respon' 'aplikasi' 'membantu' 'sat' 'kondisi',1
'apliaksi' 'membantu' 'sat' 'darurat' 'tengkyu' 'halodoc' 'ditungu' 'promo' 'menarik',1
'alhamdulilah' 'memudahkan' 'konsultasi' 'dokter' 'spesialis',1
'aplikasi' 'dokter' 'keluarga' 'sahabat' 'dijangkau' 'berjarak' 'pu' 'aplikasi' 'sakit' 'pencuri' 'panik' 'pastikan' 'saldo' 'gopay' 'sederhana' 'hub' 'dokter' 'infokan' 'keluhan' 'dibantu' 'obati' 'tungu' 'obat' 'dikirim' 'instant' 'beli' 'gojek' 'sunguh' 'terobosan' 'bermanfat' 'era' 'pandemi' 'mjd' 'berjarak' 'halodoc' 'mendekatkn' 'dokter' 'sukses' 'halodoc',1
'sih' 'dokter' 'ngelewatin' 'chat' 'gtu' 'terima' 'ajuan' 'saldo' 'diambil' 'uang' 'diambil' 'konsultasi' 'tolong' 'customer' 'pelayanan' 'sih' 'keluhan' 'rugi' 'mengecewakan' 'halodoc',0
'kemarin' 'kamis' 'tanggal' 'maret' 'puluh' 'puluh' 'jam' 'puluh' 'wita' 'telepon' 'mengatasnamakan' 'cal' 'center' 'halo' 'dokter' 'halodoc' 'menginfokan' 'fitur' 'halodoc' 'menyuruh' 'aktivasi' 'biaya' 'paket' 'bulanan' 'rp' 'puluh' 'sembilan' 'nol' 'auto' 'debit' 'bank' 'infokan' 'email' 'aktif' 'terdaftar' 'percaya' 'halodoc' 'menyetujui' 'informasi' 'gmailatau' 'email' 'dana' 'terpotong',0
'membant' 'konsultasi' 'rumah' 'kondisi' 'covid',1
'parah' 'vaksin' 'lanjut usia' 'dosis' 'di sini' 'parah' 'nungu' 'jam' 'tertawa' 'antre' 'heran' 'vaksin' 'lancar' 'habis' 'buruk' 'kasian' 'orgtua' 'vaksin' 'di sini' 'lebih baik' 'aplikasi' 'sebelah',0
'dokter' 'di sini' 'luamayan' 'berpengalaman' 'fitur' 'fitur' 'membantu',1
'thankyou' 'halodoc' 'membantu' 'panik' 'keluhan',1
'kali' 'instal' 'daftarin' 'vaksin' 'lanjut usia' 'tangal' 'bertuliskan' 'slot' 'tersedia' 'isi' 'data' 'upload' 'ktp' 'giliran' 'submit' 'penuh' 'tulis' 'auto' 'recheck' 'eh' 'tep' 'tersedia' 'slot' 'resubmit' 'penuh' 'banget' 'perbaiki',0
'membantu' 'pembelian' 'obat' 'kota',1
'membantu' 'memudahkan' 'pasien' 'keluarga' 'pelayanan' 'kesehatan',1
'konsultasi' 'memuaskan' 'direkomendasikan' 'sat' 'rumah' 'mengurangi' 'mobilitas' 'semoga' 'dokter' 'dokter' 'halodoc' 'sehat' 'membantu' 'melayani' 'keluhan' 'pasien' 'membutuhkan' 'direkomendasikan',1
'kasih' 'bintang' 'semoga' 'aplikasi' 'pelayanan',1
'membantu' 'dokter' 'enak' 'cepat' 'respon',1
'puas' 'pelayanan' 'dilapangan' 'terkait' 'vaksin' 'terima' 'lancar' 'cepat' 'petugas' 'ramah' 'sabar' 'penuh' 'perhatian' 'terima kasih' 'halodoc' 'salam' 'sehat',1
'tolong' 'kasih' 'chat' 'docter' 'pembayaran',1
'konsultasi' 'dokter' 'menghemat' 'thanks' 'halodoc',1
'terbaik' 'situasi' 'apapun' 'jam' 'konsultasi',1
'menyenangkan' 'langsung' 'konsultasi' 'dokter' 'rumah',1
'janji' 'sesuai' 'jadwal' 'tersedia' 'lab' 'prodia' 'mega' 'galaxy' 'sby' 'sebelas' 'maret' 'jam' 'sembilan' 'pagi' 'h' 'prodia' 'tutup' 'heran' 'jadwal' 'tersedia' 'aplikasi' 'halodoc' 'orang' 'kecele' 'chat' 'bantuan' 'halodoc' 'slow' 'respon' 'tujuh' 'jam' 'solusi' 'sms' 'halodoc' 'membatalkanatau' 'mereschedul' 'coba' 'aplikasi' 'aplikasi' 'pembatalan' 'h' 'berlaku' 'hinga' 'jam' 'jdwl' 'konsultasi' 'reshedule' 'jam' 'jdwl' 'konsultasi' 'ampun' 'ampun' 'deh',0
'semoga' 'halodoc' 'membantu' 'pasien' 'konsultasi' 'rumah' 'terima' 'kasih',1
'pesan' 'obat' 'halodoc' 'pelayanan' 'cepat' 'respon' 'langsung' 'dikirim' 'pas' 'urgent',1
'suka' 'aplikasi' 'membantu' 'pelayanan' 'bagus' 'kali' 'case' 'kirim' 'barang' 'kekurangan' 'langsung' 'kirim' 'kesokan' 'sukses' 'halodoc' 'ditingkatkan' 'pelayanan',1
'menolong' 'pertolongan' 'kucing' 'drh' 'membantu',1
'dokter' 'ramah' 'melayani' 'bijaksna' 'terima' 'kasih' 'halodoc',1
'terima' 'kasih' 'vaksin' 'covid' 'efek' 'segnifikan',1
'alhamdulilah' 'membantu' 'urusan' 'kesehatan' 'jam',1
'enak' 'dipakai' 'aplikasi' 'cari' 'obat' 'harga' 'terjangkau',1
'keren' 'cepat' 'respon' 'konsultasi' 'dokter' 'kandungan',1
'kasih' 'bintang' 'kasih' 'sepuluh' 'aplikasi' 'terbaik' 'pembelian' 'kebutuhan' 'medis' 'disat' 'darurat' 'rumah' 'bagus' 'masukan' 'tertawa' 'semoga' 'apotek' 'aplikasi' 'jarak' 'pickup' 'obat',1
'puas' 'konsultasi' 'dokter' 'halodoc' 'pas' 'papua' 'susah' 'nebus' 'obat' 'tertawa' 'nunjukin' 'chat' 'obat' 'untung' 'tanda' 'tangan',1
'niat' 'instal' 'aplikasi' 'mempermudah' 'beli' 'obat' 'kondisi' 'sakit' 'kos' 'beli' 'estimasi' 'aplikasi' 'cocok' 'kondisi' 'urgent' 'beli' 'obat' 'orang' 'sakit' 'parah' 'terlanjur' 'wasalam' 'obat' 'mengedit' 'ulasan' 'aplikasi' 'halodoc' 'diperbaiki' 'sistemnya',0
'selamat' 'siang' 'salam' 'telepon' 'mengatas' 'namakan' 'halodoc' 'biaya' 'claim' 'pengaktifan' 'biaya' 'bulanan' 'menyebut' 'nomor' 'rek' 'sistem' 'pemotongan' 'puluh' 'sembilan' 'ribu' 'mohon' 'konfirmasi' 'halodoc' 'takut' 'saldo' 'tepotong' 'terima' 'kasih',0
'membantu' 'sat' 'pandemi' 'terima kasih' 'halodoc',1
'konsultasi' 'dokter' 'nyaman' 'sat' 'keluhan' 'foto' 'langsung' 'area' 'sakit' 'pertanyan' 'dokter' 'detail' 'semoga' 'resep' 'cocok' 'mengatasi' 'keluhan' 'terima kasih' 'dok',1
'praktis' 'oke' 'dokter' 'keluhan' 'terima kasih' 'halodoc',1
'terima kasih' 'halodoc' 'aplikasi' 'terpercaya' 'chat' 'langsung' 'dokter',1
'coba' 'kaji' 'vaksin' 'mitra' 'ojol' 'sejati' 'mitra' 'pakai' 'ojol' 'mencari' 'rezeki' 'gojek' 'grab' 'indriver' 'maxim' 'ntr' 'wajib' 'vaksin' 'mitran' 'repot' 'batalin' 'krj' 'vaksin' 'biar' 'mitra' 'vaksin' 'aparatur' 'pemerintah',0
'halo' 'dokter' 'anak' 'bayi' 'berusia' 'anak' 'rawat' 'rumah' 'sakit' 'hasil' 'rongsen' 'mengidap' 'penyakit' 'radang' 'paru' 'tolong' 'dokter' 'anak' 'sembuh' 'total' 'penyakit' 'trimaksih',1
'respon' 'dokter' 'terima' 'kasih' 'halodoc',1
'aplikasi' 'berguna' 'terima' 'kasih' 'mengadakan' 'kegiatan' 'vaksin' 'serentak' 'prambanan' 'sleman' 'terima' 'kasih' 'pemerintahan' 'diy' 'yogyakarta' 'sponsor' 'kegiatan' 'semoga' 'pembuatan' 'kegiatan' 'pahala' 'berlimpah' 'tuhan' 'maha' 'esa' 'terima' 'kasih' 'terbaik' 'regard' 'beny',1
'posisi' 'pengambilan' 'obat' 'rumah' 'menungu',0
'janji' 'buka' 'pas' 'jam' 'dokter' 'ngak' 'balas' 'balas' 'tbtb' 'dibatalkan' 'tulisan' 'aplikasi' 'daring' 'mengecewakan' 'mendownload' 'butuh' 'mah' 'ngak' 'berguna' 'donasikan' 'menu' 'donasi' 'pilihan' 'pembayaran' 'saldo' 'halodoc' 'menunjukan' 'pelayanan' 'sebanding' 'aplikasi' 'sebelah',0
'halo' 'doc' 'klg' 'periksa' 'pacar' 'hasil' 'h' 'periksa' 'tanggal' 'maret' 'jam' 'puluh' 'drive' 'thru' 'kemayoran' 'tanggal' 'maret' 'jam' 'delapan' 'hsl' 'sih' 'butuh' 'hsl' 'cepat' 'pelayanan' 'pemeriksan' 'covid' 'dihalo' 'doc' 'menurun' 'iya' 'periksa' 'gratis' 'lho',0
'pengalaman' 'asyik' 'konsultasi' 'dokter' 'pilihan',1
'mohon' 'maf' 'kasih' 'bintang' 'jelek' 'pelayanan' 'pesan' 'vitamin' 'tangal' 'estimasi' 'tangal' 'skrng' 'proses' 'tolong' 'customer service' 'telepon' 'chat' 'cek' 'cek' 'cek' 'pembatalan' 'pesanan' 'beli' 'e' 'comerce' 'saldo' 'tarik' 'rekening' 'tolong' 'tingkatkan' 'pelayanan' 'tolong' 'kirim' 'pesanan',0
'membantu' 'terima' 'ksh' 'dokter' 'aplikasi',1
'memudahkan' 'konsultasi' 'dokter' 'bertemu' 'langsung',1
'konsultasi' 'keluhan' 'mudah' 'ribet' 'antre' 'rumah' 'sakit',1
'dokter' 'gratis' 'iya',0
'tertolong' 'zaman' 'covid' 'takut' 'rumah' 'sakit' 'lho' 'konsultasi' 'hewan' 'peliharan' 'konsultasi' 'gigi' 'pokok' 'tertolong' 'terima' 'kasih' 'halo' 'doc',1
'penjelasan' 'dokter' 'lengkap' 'ramah' 'terima kasih',1
'halodoc' 'terbaik' 'diandalkan',1
'malam' 'malam' 'sat' 'sakit' 'bingung' 'na' 'ke mana' 'halodoc' 'keluhan' 'obat' 'langsung' 'diantar' 'tertawa' 'kendala' 'pengiriman' 'kadang' 'driver' 'kontak' 'langsung' 'teleponya',1
'daring' 'sat' 'pilihan' 'aman',1
'membantu' 'transaksi' 'biaya' 'permudah' 'iya',1
'percakapan' 'dokter' 'arahan' 'bagus',1
'ta' 'vaksin' 'csembilan' 'belas' 'tanggal' 'sembilan' 'maret' 'nol' 'daftar' 'vaksin' 'kode' 'kupon' 'dikirim' 'urus' 'terima' 'kasih',1
'membantu' 'berkonsultasi' 'langsung' 'dokter',1
'manteb' 'sih' 'dokter' 'susah' 'mahal',1
'bayar' 'dokter' 'sibuk' 'chat' 'ulang' 'digubris' 'nyapa' 'bilang' 'dokter' 'sibuk' 'gopay' 'kpotong' 'pengembalian' 'dana' 'mohon' 'diprtimbngkan' 'dokter' 'gubris' 'dilaporkan' 'sibuk' 'sedang apa' 'coba' 'berani' 'daftar' 'halodoc' 'risiko' 'nerima' 'permintan' 'konsultasi' 'pasien' 'manapun' 'donk' 'diemin' 'gajls' 'pengembalian dana' 'flexible' 'kali' 'xempat' 'jam' 'respon' 'sesi' 'berbayar' 'hak' 'pasien' 'jangn' 'makan' 'gaji' 'buta' 'chat' 'puluh' 'diam' 'diam',0
'tangal' 'delapan' 'maret' 'puluh' 'puluh' 'saldo' 'anjungan tunai mandiri' 'ambil' 'puluh' 'sembilan' 'nol' 'program' 'adakan' 'halodocter' 'kemarin' 'telepon' 'mengatasnamakan' 'customer service' 'halodocter' 'rugikan' 'berhenti' 'berhenti' 'langanan',0
'transaksi' 'gagal' 'saldo' 'kepotong' 'pas' 'diliat' 'riwayat' 'transaksi',0
'layanan' 'proses' 'cepat' 'catatan' 'pasien' 'status' 'gejala' 'covid' 'dokter' 'kasih' 'himbauan' 'mengasih' 'pil' 'tidur' 'sesuai' 'dosis' 'perlukan' 'orsng' 'sakit' 'butuh' 'istirahat',0
'beli' 'obat' 'layanan' 'dokter' 'bagus' 'ganguan' 'iya' 'ganti' 'nomor' 'nomor' 'ganti' 'pakai' 'email' 'riwayat' 'transaksi' 'hilang' 'tertawa' 'aplikasi',1
'senang' 'mengunakan' 'aplikasi' 'cepat' 'respon' 'obat' 'langsung' 'diantar' 'resep' 'pelayanan' 'jam' 'dokter' 'informatif' 'terima' 'kasih' 'halodoc',1
'halodoc' 'pembayaran' 'diperluas' 'iya' 'gopay' 'bca' 'mandiri' 'debit' 'maksud' 'ragu' 'cobain' 'aplikasi' 'dokter' 'langsung' 'pandemi' 'pembayaran' 'di mana' 'indomaret' 'alfamart' 'dan sebagainya' 'kota' 'akses' 'gampang' 'desa' 'susah' 'inti' 'ditingkatkan' 'mohon',0
